pl_name,rastr,decstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef
MOA-2007-BLG-400L b,18h09m41.98s,-29d13m26.95s,260.0,160.0,-99.0,0,0.8300000000000001,0.49,-0.31,0,6.5,3.2,-1.2,0,0.3,0.19,-0.12000000000000001,0.0,5800.0,600.0,-800.0,0.0,,,,,2454354.58106,,,0.0,0.00027,,,0.0,14.33,,,0.0,0.00329,,,0.0,2.87,0.2,-0.2,0.0,25.0,5.0,-3.0,0.0,3.9617,,,0.0,,,,,,,,,0.32,,,0.0,8.0,,,0.0,1
OGLE-2011-BLG-0173L b,17h57m15.78s,-28d14m01.9s,2100.0,1500.0,-1000.0,0,6.5,4.8,-3.2,0,0.5,,,0,0.43,0.28,-0.21,0.0,5900.0,1200.0,-1600.0,0.0,,,,,2455689.211,0.045,-0.045,0.0,0.851,0.035,-0.035,0.0,30.15,0.8300000000000001,-0.8300000000000001,0.0,19.9,8.9,-11.6,0.0,0.222,0.0056,-0.0056,0.0,144.0,34.0,-25.0,0.0,5.8486,0.0223,-0.0271,0.0,16.272,,,0.0,17.839,,,0.0,0.79,4.36,-0.46,0.0,4.6,2.7,-1.2,0.0,0
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,730.0,600.0,-410.0,0,2.7,1.8,-1.4,0,2.6,0.7000000000000001,-0.6,0,0.6,0.4,-0.32,0.0,7100.0,700.0,-1800.0,0.0,,,,,2457487.61,0.04,-0.04,0.0,-0.061,0.004,-0.004,0.0,49.5,2.7,-2.7,0.0,2.2,,,1.0,0.88,0.02,-0.02,0.0,44.0,6.0,-6.0,0.0,0.431,0.019,-0.019,0.0,22.0,0.04,-0.04,0.0,18.25,0.01,-0.01,0.0,,,,,3.3,1.5,-0.9,0.0,0
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,700.0,570.0,-350.0,0,2.2,1.8,-1.1,0,3.5,1.1,-0.9,0,0.49,0.39,-0.25,0.0,7200.0,800.0,2200.0,0.0,,,,,2457487.68,0.060000000000000005,-0.060000000000000005,0.0,-0.056,0.004,-0.004,0.0,54.2,2.9,-2.9,0.0,2.7,,,1.0,1.3,0.02,-0.02,0.0,45.0,8.0,-8.0,0.0,0.443,0.030000000000000002,-0.030000000000000002,0.0,22.1,0.04,-0.04,0.0,18.25,0.01,-0.01,0.0,,,,,3.3,1.5,-0.9,0.0,0
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,101.0,24.0,-18.0,0,0.318,0.077,-0.058,0,0.657,0.097,-0.075,0,0.073,0.018000000000000002,-0.014,0.0,674.0,139.0,-115.0,0.0,,,,,2458230.405,0.025,-0.025,0.0,0.035,0.002,-0.002,0.0,53.38,2.721,-2.721,0.0,1.175,0.14,-0.14,0.0,1.099,0.009000000000000001,-0.009000000000000001,0.0,41.71,4.18,-4.18,0.0,2.504,0.011000000000000001,-0.011000000000000001,0.0,19.36,0.05,-0.05,0.0,,,,,,,,,,,,,0
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.1,,,0,0.38,0.04,-0.04,0.0,2500.0,,,0.0,4500.0,,,0.0,2457205.1945,0.0012000000000000001,-0.0012000000000000001,0.0,0.01136,0.0001,-0.0001,0.0,57.7,0.5,-0.5,0.0,1.4020000000000001,0.015000000000000001,-0.015000000000000001,0.0,0.9091,0.0025,-0.0025,0.0,1.7000000000000002,0.05,-0.05,0.0,0.883,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,0
OGLE-2016-BLG-1195L b,17h55m23.5s,-30d12m26.1s,1.43,0.45,-0.32,0,0.0045000000000000005,0.0014,-0.001,0,1.16,0.16,-0.13,0,0.078,0.016,-0.012,0.0,3910.0,420.0,-460.0,0.0,,,,,2457568.7695,0.0012000000000000001,-0.0012000000000000001,0.0,0.05324,0.00074,-0.00074,0.0,9.95,0.11,-0.11,0.0,2.85,0.35000000000000003,-0.41000000000000003,0.0,1.0853,0.0084,-0.0074,0.0,0.558,0.084,-0.07100000000000001,0.0,0.9689,0.0022,-0.0022,0.0,18.99,0.02,-0.02,0.0,,,,,0.28600000000000003,0.053,-0.038,0.0,8.7,1.6,-1.2,0.0,0
MOA-2011-BLG-262L b,18h00m23.48s,-31d14m42.93s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2455739.1311,0.00030000000000000003,-0.00030000000000000003,0.0,0.01451,0.00057,-0.00057,0.0,3.846,0.013000000000000001,-0.013000000000000001,0.0,,,,,1.0605,0.0011,-0.0011,0.0,4.67,0.24000000000000002,-0.24000000000000002,0.0,1.8071000000000002,0.0059,-0.0059,0.0,19.935,0.041,-0.041,0.0,,,,,,,,,,,,,0
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,34.0,11.0,-4.0,0,0.11,0.04,-0.01,0,3.0,0.2,-0.4,0,0.55,0.04,-0.09,0.0,3400.0,400.0,-900.0,0.0,,,,,2456151.48,0.02,-0.02,0.0,-0.101,0.003,-0.003,0.0,67.8,1.4,-1.4,0.0,3.1,,,1.0,1.004,0.009000000000000001,-0.003,0.0,1.9,0.6,-0.1,0.0,1.195,0.003,-0.009000000000000001,0.0,19.29,0.030000000000000002,-0.030000000000000002,0.0,,,,,0.87,0.14,-0.07,0.0,4.7,0.8,-0.04,0.0,0
OGLE-2015-BLG-1771L b,17h55m11.76s,-28d51m45.90s,138.0,214.0,-80.0,0,0.433,0.674,-0.251,0,0.85,0.16,-0.16,0,0.077,0.11900000000000001,-0.044000000000000004,0.0,7070.0,1000.0,-1090.0,0.0,,,,,2457235.6,0.01,-0.01,0.0,0.121,0.008,-0.008,0.0,4.28,0.24000000000000002,-0.24000000000000002,0.0,4.41,0.46,-0.46,0.0,1.202,0.01,-0.01,0.0,53.8,6.4,-6.4,0.0,3.904,0.021,-0.021,0.0,21.77,0.08,-0.08,0.0,21.03,0.04,-0.04,0.0,0.1,0.019,-0.018000000000000002,0.0,8.5,1.6,-1.5,0.0,1
OGLE-2011-BLG-0251L b,17h38m14.18s,-27d08m10.1s,170.0,67.0,-67.0,0,0.53,0.21,-0.21,0,2.7199999999999998,0.75,-0.75,0,0.26,0.11,-0.11,0.0,2570.0,610.0,-610.0,0.0,,,,,2455781.503,0.004,-0.004,0.0,-0.0563,0.0004,-0.0004,0.0,63.88,0.46,-0.46,0.0,13.9,0.5,-0.5,0.0,1.408,0.019,-0.019,0.0,19.2,1.2,-1.2,0.0,-1.855,0.002,-0.002,0.0,15.97,0.01,-0.01,0.0,17.04,0.030000000000000002,-0.030000000000000002,0.0,0.75,0.28,-0.28,0.0,4.28,1.62,-1.62,0.0,1
OGLE-2018-BLG-1011L c,17h56m03.36s,-29d04m58.4s,890.0,1600.0,-540.0,0,2.8,5.1,-1.7000000000000002,0,0.8,0.9,-0.6,0,0.18,0.33,-0.1,0.0,7100.0,1100.0,-1500.0,0.0,8000.0,,,0.0,2458284.851,0.009000000000000001,-0.009000000000000001,0.0,0.052000000000000005,0.001,-0.001,0.0,12.53,0.21,-0.21,0.0,11.72,0.75,-0.75,0.0,1.929,0.047,-0.047,0.0,157.0,17.6,-17.6,0.0,4.74,0.011000000000000001,-0.011000000000000001,0.0,19.93,0.01,-0.01,0.0,19.04,0.01,-0.01,0.0,0.09,0.01,-0.01,0.0,2.81,0.22,-0.22,0.0,0
OGLE-2018-BLG-0677L b,17h55m00.27s,-32d00m59.51s,3.96,5.88,-2.66,0,0.0125,0.0185,-0.0084,0,0.72,0.23,-0.19,0,0.12000000000000001,0.14,-0.08,0.0,7580.0,1150.0,-1350.0,0.0,8370.0,1060.0,-1070.0,0.0,2458229.544,0.002,-0.002,0.0,0.10200000000000001,0.003,-0.003,0.0,4.94,0.11,-0.11,0.0,12.38,0.16,-5.9,0.0,0.985,0.059000000000000004,-0.002,0.0,0.8831,0.5449,-0.2216,0.0,4.307,0.008,-0.008,0.0,,,,,,,,,,,,,7.02,2.48,-1.6800000000000002,0.0,0
OGLE-2018-BLG-1011L b,17h56m03.36s,-29d04m58.4s,570.0,1100.0,-350.0,0,1.8,3.4,-1.1,0,1.8,2.1,-1.5,0,0.18,0.33,-0.1,0.0,7100.0,1100.0,-1500.0,0.0,8000.0,,,0.0,2458284.851,0.009000000000000001,-0.009000000000000001,0.0,0.052000000000000005,0.001,-0.001,0.0,12.53,0.21,-0.21,0.0,11.72,0.75,-0.75,0.0,1.276,0.011000000000000001,-0.011000000000000001,0.0,102.2,3.7,-3.7,0.0,4.43,0.008,-0.008,0.0,19.93,0.01,-0.01,0.0,19.04,0.01,-0.01,0.0,0.09,0.01,-0.01,0.0,2.81,0.22,-0.22,0.0,0
OGLE-2015-BLG-1771L b,17h55m11.76s,-28d51m45.90s,837.2,1386.0,-513.3,0,2.634,4.361,-1.615,0,0.56,0.09,-0.08,0,0.055,0.091,-0.033,0.0,6960.0,960.0,-1000.0,0.0,,,,,2457235.51,0.01,-0.01,0.0,0.242,0.009000000000000001,-0.009000000000000001,0.0,2.49,0.1,-0.1,0.0,8.27,0.8,-0.8,0.0,1.119,0.006,-0.006,0.0,455.0,45.0,-45.0,0.0,3.349,0.007,-0.007,0.0,20.91,0.05,-0.05,0.0,22.04,0.14,-0.14,0.0,0.07200000000000001,0.01,-0.01,0.0,10.4,1.4,-1.4,0.0,0
OGLE-2014-BLG-1722L c,17h55m00.57s,-31d28m08.6s,83.7,86.4,-51.2,0,0.263,0.272,-0.161,0,1.7000000000000002,0.7000000000000001,-0.6,0,0.4,0.36,-0.24000000000000002,0.0,6400.0,1280.0,-1870.0,0.0,,,,,2456900.228,0.009000000000000001,-0.008,0.0,-0.132,0.003,-0.003,0.0,23.797,0.418,-0.38,0.0,7.0,6.0,-5.0,0.0,0.843,0.034,-0.030000000000000002,0.0,7.071,2.371,-1.832,0.0,2.19,0.028,-0.033,0.0,18.87,0.030000000000000002,-0.030000000000000002,0.0,,,,,,,,,,,,,1
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,192.0,391.0,-68.0,0,0.605,1.229,-0.215,0,1.083,1.353,-0.315,0,0.153,0.311,-0.054,0.0,1277.0,1629.0,-422.0,0.0,,,,,2458230.448,0.023,-0.023,0.0,-0.04,0.002,-0.002,0.0,46.223,2.26,-2.26,0.0,1.228,0.159,-0.159,0.0,0.963,0.005,-0.005,0.0,37.74,3.03,-3.03,0.0,3.699,0.02,-0.02,0.0,19.36,0.05,-0.05,0.0,,,,,,,,,,,,,0
MOA-2013-BLG-605L b,17h58m42.85s,-29d23m53.66s,3.23,0.55,0.29,0,0.0102,0.0017000000000000001,0.0009,0,0.9500000000000001,0.11,-0.08,0,0.025,0.004,-0.003,0.0,860.0,120.0,60.0,0.0,,,,,2456573.052,0.009000000000000001,-0.009000000000000001,0.0,-0.07804,0.0018700000000000001,-0.0018700000000000001,0.0,20.41,0.32,-0.32,0.0,4.03,0.13,-0.13,0.0,2.396,0.015000000000000001,-0.015000000000000001,0.0,3.8120000000000003,0.189,-0.189,0.0,2.9718999999999998,0.0103,-0.0103,0.0,18.135,0.025,-0.025,0.0,18.552,0.036000000000000004,-0.036000000000000004,0.0,0.464,0.033,-0.033,0.0,8.11,0.61,-0.61,0.0,0
KMT-2019-BLG-1339L b,17h42m58.42s,-25d34m26.1s,3400.0,4450.0,-1800.0,0,10.7,14.0,-5.8,0,4.3,4.94,-3.55,0,0.26,0.35000000000000003,-0.14,0.0,7210.0,1040.0,-1220.0,0.0,,,,,2458666.379,0.004,-0.004,0.0,0.00922,0.00083,-0.00083,0.0,17.66,0.9,-0.9,0.0,3.2,0.54,-0.54,0.0,2.5,0.41000000000000003,-0.41000000000000003,0.0,374.8,152.2,-152.2,0.0,4.784,0.016,-0.016,0.0,20.89,0.01,-0.01,0.0,,,,,0.22,0.04,-0.04,0.0,4.76,0.92,-0.92,0.0,0
KMT-2018-BLG-0029L b,17h37m52.67s,-27d59m04.92s,8.69,0.78,-0.81,0,0.0273,0.0025,-0.0025,0,4.54,0.16,-0.22,0,1.25,0.09,-0.12000000000000001,0.0,3760.0,180.0,-240.0,0.0,8200.0,,,0.0,2458294.727,0.025,-0.025,0.0,-0.027,0.003,-0.003,0.0,176.564,16.346,-16.346,0.0,0.4398,0.0708,-0.0708,0.0,1.0,0.002,-0.002,0.0,0.1758,0.0222,-0.0222,0.0,-1.534,0.005,-0.005,0.0,,,,,,,,,1.56,0.24000000000000002,-0.24000000000000002,0.0,3.3,0.5,-0.5,0.0,0
OGLE-2012-BLG-0406L b,17h53m18.17s,-30d28m16.2s,1200.0,380.0,-380.0,0,3.8,1.2,-1.2,0,3.8,0.6,-0.6,0,0.59,0.17,-0.17,0.0,5100.0,400.0,-400.0,0.0,,,,,2456141.548,0.09,-0.09,0.0,0.5065000000000001,0.0068000000000000005,-0.0068000000000000005,0.0,64.33,0.49,-0.49,0.0,10.9,1.3,-1.3,0.0,1.3134000000000001,0.0091,-0.0091,0.0,62.6,7.8,-7.8,0.0,0.837,0.005,-0.005,0.0,,,,,,,,,0.5700000000000001,0.07,-0.07,0.0,3.2,0.4,-0.4,0.0,0
OGLE-2014-BLG-1760L b,17h57m38.16s,-28d57m47.37s,180.0,110.0,-83.0,0,0.56,0.34,-0.26,0,1.75,0.34,-0.33,0,0.51,0.44,-0.28,0.0,6860.0,1110.0,-1110.0,0.0,,,,,2456905.856,0.026000000000000002,-0.026000000000000002,0.0,0.1806,0.0074,-0.0074,0.0,15.87,0.41000000000000003,-0.41000000000000003,0.0,,,,,0.8269,0.0047,-0.0047,0.0,8.64,0.89,-0.89,0.0,-0.3977,0.0086,-0.0086,0.0,19.07,0.14,-0.14,0.0,,,,,0.29,0.05,-0.05,0.0,6.55,1.12,-1.12,0.0,1
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,180.0,251.0,-79.0,0,0.5650000000000001,0.789,-0.249,0,1.039,0.9510000000000001,-0.35100000000000003,0,0.14100000000000001,0.202,-0.061,0.0,1229.0,1063.0,-427.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36,0.05,-0.05,0.0,,,,,,,,,,,,,0
OGLE-2015-BLG-0954L b,18h00m44.24s,-28d39m39.2s,1200.0,440.0,-440.0,0,3.9,1.4,-1.4,0,1.2,0.6,-0.6,0,0.33,0.12000000000000001,-0.12000000000000001,0.0,600.0,400.0,-200.0,0.0,,,,,2457165.22,0.009000000000000001,-0.009000000000000001,0.0,-0.058,0.0021,-0.0021,0.0,36.96,1.1,-1.1,0.0,0.303,0.013000000000000001,-0.013000000000000001,0.0,1.3522,0.0063,-0.0063,0.0,119.4,4.3,-4.3,0.0,4.589,0.0044,-0.0044,0.0,20.91,0.030000000000000002,-0.030000000000000002,0.0,18.47,0.02,-0.02,0.0,1.8900000000000001,0.17,-0.17,0.0,18.4,1.7000000000000002,-1.7000000000000002,0.0,0
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,24.0,8.0,-3.0,0,0.076,0.030000000000000002,-0.009000000000000001,0,2.5,0.1,-0.3,0,0.38,0.04,-0.08,0.0,4200.0,400.0,-900.0,0.0,,,,,2456151.48,0.02,-0.02,0.0,-0.101,0.003,-0.003,0.0,67.8,1.4,-1.4,0.0,3.1,,,1.0,1.004,0.009000000000000001,-0.003,0.0,1.9,0.6,-0.1,0.0,1.195,0.003,-0.009000000000000001,0.0,19.29,0.030000000000000002,-0.030000000000000002,0.0,,,,,0.6,0.07,-0.04,0.0,3.2,0.4,-0.2,0.0,0
OGLE-2012-BLG-0563L b,18h05m57.72s,-27d42m43.2s,120.0,44.0,-73.0,0,0.39,0.14,-0.23,0,0.74,0.26,-0.42,0,0.34,0.12000000000000001,-0.2,0.0,1300.0,600.0,-800.0,0.0,9100.0,900.0,-1100.0,0.0,2456069.0279,0.00026000000000000003,-0.00026000000000000003,0.0,0.001405,4e-05,-4e-05,0.0,77.5,2.2,-2.2,0.0,0.327,0.024,-0.026000000000000002,0.0,0.4134,0.0032,-0.0032,0.0,10.86,0.4,-0.4,0.0,5.7843,0.0013,-0.0013,0.0,20.115,0.031,-0.031,0.0,,,,,1.3599999999999999,0.14,-0.12000000000000001,0.0,6.4,0.6,-0.5,0.0,1
MOA-2008-BLG-379L b,17h58m49.44s,-30d11m48.95s,1300.0,540.0,-600.0,0,4.1,1.7000000000000002,-1.9,0,2.7,0.9,-1.0,0,0.56,0.24000000000000002,-0.27,0.0,3300.0,1300.0,-1200.0,0.0,,,,,2454687.896,0.001,-0.001,0.0,0.00603,3e-05,-3e-05,0.0,42.14,0.23,-0.23,0.0,,,,,1.119,0.001,-0.001,0.0,69.9,0.1,-0.1,0.0,1.124,0.003,-0.003,0.0,21.3,0.030000000000000002,-0.030000000000000002,0.0,17.87,,,-1.0,0.86,0.19,-0.19,0.0,7.46,1.65,-1.65,0.0,0
MOA-2009-BLG-387L b,17h53m50.79s,-33d59m25.0s,830.0,1300.0,-510.0,0,2.6,4.1,-1.6,0,1.8,0.9,-0.7000000000000001,0,0.19,0.3,-0.12000000000000001,0.0,5690.0,2180.0,-2190.0,0.0,,,,,2455042.36,0.02,-0.02,0.0,0.0881,0.001,-0.001,0.0,40.0,0.5,-0.5,0.0,2.02,0.030000000000000002,-0.030000000000000002,0.0,0.9136,0.00030000000000000003,-0.00030000000000000003,0.0,132.0,2.0,-2.0,0.0,4.3099,0.0025,-0.0025,0.0,,,,,,,,,0.31,0.030000000000000002,-0.030000000000000002,0.0,,,,,0
OGLE-2012-BLG-0406L b,17h53m18.17s,-30d28m16.2s,868.0,140.0,-140.0,0,2.73,0.43,-0.43,0,3.45,0.26,-0.26,0,0.44,0.07,-0.07,0.0,4970.0,290.0,-290.0,0.0,,,,,2456141.33,0.05,-0.05,0.0,0.496,0.002,-0.002,0.0,64.77,0.19,-0.19,0.0,11.11,0.14,-0.14,0.0,1.301,0.002,-0.002,0.0,59.2,1.1,-1.1,0.0,0.837,0.002,-0.002,0.0,,,,,,,,,0.53,0.05,-0.05,0.0,3.02,0.26,-0.26,0.0,1
OGLE-2011-BLG-0173L b,17h57m15.78s,-28d14m01.9s,,,,0,,,,0,,,,0,0.4,0.3,-0.21,0.0,6200.0,1300.0,-1700.0,0.0,,,,,2455689.189,0.044000000000000004,-0.044000000000000004,0.0,0.852,0.039,-0.039,0.0,29.18,0.86,-0.86,0.0,,,,,,,,,,,,,,,,,16.272,,,0.0,17.839,,,0.0,0.042,1.041,-0.031,0.0,4.2,2.7,-1.8,0.0,0
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.1,,,0,0.38,0.04,-0.04,0.0,2500.0,,,0.0,4500.0,,,0.0,2457205.1938,0.0012000000000000001,-0.0012000000000000001,0.0,-0.01149,9e-05,-9e-05,0.0,57.8,0.4,-0.4,0.0,1.404,0.014,-0.014,0.0,0.9091,0.0026,-0.0026,0.0,1.7000000000000002,0.05,-0.05,0.0,-0.88,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,0
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,700.0,600.0,-350.0,0,2.2,1.9,-1.1,0,3.5,1.1,-0.9,0,0.49,0.38,-0.25,0.0,7100.0,800.0,-2400.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.12,0.05,-0.05,0.0,,,,,,,,,3.3,1.5,-0.9,0.0,0
OGLE-2011-BLG-0265L b,17h57m47.72s,-27d23m40.3s,280.0,86.0,-57.0,0,0.88,0.27,-0.18,0,1.8900000000000001,0.25,-0.2,0,0.211,0.068,-0.045,0.0,4380.0,510.0,-450.0,0.0,,,,,2455760.0949,0.0086,-0.0086,0.0,,,,,53.63,0.19,-0.19,0.0,,,,,1.039,0.00086,-0.00086,0.0,39.54,0.63,-0.63,0.0,-0.4739,0.0024000000000000002,-0.0024000000000000002,0.0,17.57,,,0.0,,,,,0.419,0.04,-0.04,0.0,2.85,0.29,-0.29,0.0,1
KMT-2019-BLG-1953L b,17h56m27.90s,-28d12m04.00s,200.0,240.0,-110.0,0,0.64,0.76,-0.35000000000000003,0,,,,0,0.31,0.37,-0.17,0.0,7040.0,1100.0,-1330.0,0.0,8000.0,,,0.0,2458702.016,0.001,-0.001,0.0,0.00072,4e-05,-4e-05,0.0,16.05,0.23,-0.23,0.0,2.37,0.04,-0.04,0.0,2.51,0.31,-0.31,0.0,19.7,6.3,-6.3,0.0,2.408,0.038,-0.038,0.0,20.68,0.01,-0.01,0.0,,,,,0.25,0.02,-0.02,0.0,5.7,0.46,-0.46,0.0,1
OGLE-2016-BLG-1067L b,18h12m49.08s,-27d00m45.5s,140.0,67.0,-51.0,0,0.43,0.21,-0.16,0,1.6800000000000002,0.37,-0.36,0,0.28,0.14,-0.1,0.0,3680.0,650.0,-640.0,0.0,7660.0,,,0.0,2457564.325,0.065,-0.064,0.0,-0.47000000000000003,0.029,-0.029,0.0,26.5,1.2,-1.1,0.0,5.5,,,1.0,0.812,0.012,-0.012,0.0,14.6,0.63,-0.55,0.0,1.427,0.006,-0.006,0.0,18.8,,,0.0,,,,,,,,,,,,,0
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,180.0,310.0,-110.0,0,0.58,0.97,-0.35000000000000003,0,0.39,0.12000000000000001,-0.11,0,0.07,0.11,-0.04,0.0,6730.0,1210.0,-1210.0,0.0,,,,,2453931.139,0.004,-0.004,0.0,0.01351,0.0032,-0.0032,0.0,5.191,0.9500000000000001,-0.9500000000000001,0.0,5.4,,,1.0,0.589,0.032,-0.032,0.0,82.7,21.0,-21.0,0.0,3.387,0.076,-0.076,0.0,20.033,0.253,-0.253,0.0,,,,,0.068,,,-1.0,4.436,,,-1.0,0
OGLE-2006-BLG-109L b,17h52m34.51s,-30d05m16.0s,230.0,30.0,-30.0,0,0.71,0.08,-0.08,0,2.3,0.2,-0.2,0,0.5,0.05,-0.05,0.0,1490.0,130.0,-130.0,0.0,8000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
OGLE-2017-BLG-1434L b,17h53m07.29s,-30d14m44.6s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457984.977,0.004,-0.004,0.0,-0.043000000000000003,0.001,-0.001,0.0,64.255,1.006,-1.006,0.0,0.4643,0.0099,-0.0099,0.0,0.979,0.00030000000000000003,-0.00030000000000000003,0.0,0.5607,0.0152,-0.0152,0.0,-4.553,0.002,-0.002,0.0,,,,,,,,,,,,,,,,,0
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.7,,,0,0.38,0.04,-0.04,0.0,3300.0,,,0.0,8000.0,,,0.0,2457205.1945,0.0012000000000000001,-0.0012000000000000001,0.0,0.01136,0.0001,-0.0001,0.0,57.7,0.5,-0.5,0.0,1.4020000000000001,0.015000000000000001,-0.015000000000000001,0.0,0.9091,0.0025,-0.0025,0.0,1.7000000000000002,0.05,-0.05,0.0,0.883,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,0
KMT-2016-BLG-0212L b,17h53m45.42s,-29d05m12.80s,5700.0,6000.0,-3500.0,0,18.0,20.0,-11.0,0,2.2,0.7000000000000001,-0.7000000000000001,0,0.48000000000000004,0.38,-0.26,0.0,6300.0,1100.0,-1600.0,0.0,,,,,2457463.052,0.249,-0.249,0.0,0.328,0.013000000000000001,-0.013000000000000001,0.0,26.616,0.88,-0.88,0.0,1.192,0.20700000000000002,-0.20700000000000002,0.0,0.8290000000000001,0.007,-0.007,0.0,368.0,61.0,-61.0,0.0,3.1310000000000002,0.060000000000000005,-0.060000000000000005,0.0,20.69,0.07,-0.07,0.0,,,,,0.42,0.13,-0.13,0.0,8.1,2.5,-2.5,0.0,1
OGLE-2018-BLG-1011L c,17h56m03.36s,-29d04m58.4s,890.0,1600.0,-540.0,0,2.8,5.1,-1.7000000000000002,0,0.8,0.9,-0.6,0,0.18,0.33,-0.1,0.0,7100.0,1100.0,-1500.0,0.0,8000.0,,,0.0,2458284.801,0.005,-0.005,0.0,0.053,0.001,-0.001,0.0,12.42,0.15,-0.15,0.0,12.13,0.71,-0.71,0.0,0.582,0.005,-0.005,0.0,150.0,6.1,-6.1,0.0,4.858,0.009000000000000001,-0.009000000000000001,0.0,19.93,0.01,-0.01,0.0,19.04,0.01,-0.01,0.0,0.09,0.01,-0.01,0.0,2.81,0.22,-0.22,0.0,1
OGLE-2017-BLG-1375L b,17h56m37.17s,-30d18m41.1s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457969.909,0.02,-0.02,0.0,0.035,0.002,-0.002,0.0,101.36,3.66,-3.66,0.0,0.34,0.02,-0.02,0.0,0.837,0.004,-0.004,0.0,134.6,4.9,-4.9,0.0,5.1,0.005,-0.005,0.0,22.1,0.02,-0.02,0.0,,,,,0.99,0.13,-0.13,0.0,3.56,0.45,-0.45,0.0,0
OGLE-2014-BLG-0676L b,17h52m24.50s,-30d32m54.20s,982.0,324.0,-356.0,0,3.09,1.02,-1.12,0,4.4,2.16,-1.46,0,0.62,0.2,-0.22,0.0,2220.0,960.0,-830.0,0.0,,,,,2456777.335,0.058,-0.058,0.0,0.0037,0.0004,-0.0004,0.0,116.3,12.2,-12.2,0.0,0.278,0.033,-0.033,0.0,1.347,0.024,-0.024,0.0,47.8,1.3,-1.3,0.0,2.203,0.044000000000000004,-0.044000000000000004,0.0,23.512,0.11,-0.11,0.0,,,,,1.38,0.43,-0.43,0.0,4.33,1.43,-1.43,0.0,1
OGLE-2016-BLG-1227L b,17h42m23.31s,-33d45m35.2s,1580.0,969.0,-934.0,0,4.98,3.05,-2.94,0,11.5,3.1,-4.3,0,0.68,0.42,-0.41000000000000003,0.0,,,,,,,,,2457561.999,0.031,-0.031,0.0,0.066,0.012,-0.012,0.0,45.37,8.07,-8.07,0.0,92.0,17.0,-17.0,0.0,3.68,0.21,-0.21,0.0,80.334,48.383,-21.947,0.0,4.783,0.062,-0.062,0.0,16.85,0.01,-0.01,0.0,,,,,0.098,0.044000000000000004,-0.044000000000000004,0.0,0.79,0.1,-0.1,0.0,0
