pl_name,rastr,decstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef
OGLE-2017-BLG-0482L b,17h56m11.73s,-30d31m42.1s,9.0,9.0,-4.5,0,0.028,0.028,-0.014,0,1.8,0.6,-0.7000000000000001,0,0.2,0.2,-0.1,0.0,5800.0,1800.0,-2100.0,0.0,8100.0,1600.0,-1800.0,0.0,2457873.948,0.013000000000000001,-0.013000000000000001,0.0,0.059000000000000004,0.002,-0.002,0.0,40.01,1.45,-1.45,0.0,6.0,,,1.0,1.07,0.01,-0.01,0.0,1.35,0.2,-0.2,0.0,0.369,0.023,-0.023,0.0,,,,,,,,,0.093,,,-1.0,0.86,,,-1.0,1
OGLE-2018-BLG-0740L b,18h08m42.47s,-29d50m08.9s,1200.0,700.0,-510.0,0,3.9,2.2,-1.6,0,4.6,1.8,-1.8,0,0.8300000000000001,0.47000000000000003,-0.33,0.0,4200.0,1600.0,-1600.0,0.0,8000.0,,,0.0,2458254.223,0.033,-0.033,0.0,0.033,0.003,-0.003,0.0,70.12,5.16,-5.16,0.0,0.5,,,1.0,1.26,0.01,-0.01,0.0,45.4,5.1,-5.1,0.0,2.512,0.01,-0.01,0.0,21.54,0.01,-0.01,0.0,17.13,,,0.0,0.56,,,-1.0,2.9,,,-1.0,0
OGLE-2016-BLG-1067L b,18h12m49.08s,-27d00m45.5s,140.0,67.0,-54.0,0,0.43,0.21,-0.17,0,1.7000000000000002,0.38,-0.39,0,0.3,0.15,-0.12000000000000001,0.0,3730.0,660.0,-670.0,0.0,7660.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,,,0.0,,,,,,,,,,,,,1
OGLE-2008-BLG-355L b,17h59m08.81s,-30d45m34.1s,1500.0,1200.0,-700.0,0,4.6,3.7,-2.2,0,1.7000000000000002,0.29,-0.3,0,0.37,0.3,-0.17,0.0,6800.0,1100.0,-1100.0,0.0,,,,,2454642.0,0.2,-0.2,0.0,0.27,0.030000000000000002,-0.030000000000000002,0.0,34.0,2.2,-2.2,0.0,2.17,0.15,-0.15,0.0,0.877,0.01,-0.01,0.0,118.0,6.0,-6.0,0.0,0.8140000000000001,0.022000000000000002,-0.022000000000000002,0.0,20.02,0.12000000000000001,-0.12000000000000001,0.0,19.24,0.07,-0.07,0.0,0.28,0.030000000000000002,-0.030000000000000002,0.0,3.06,0.38,-0.38,0.0,1
MOA-2016-BLG-227L b,18h05m53.70s,-27d42m51.43s,1300.0,540.0,-600.0,0,4.1,1.7000000000000002,-1.9,0,1.45,0.22,-0.2,0,0.42,0.17,-0.2,0.0,6800.0,1000.0,-900.0,0.0,,,,,2457517.5078,0.007,-0.006,0.0,-0.0833,0.0008,-0.0016,0.0,17.03,0.08,-0.2,0.0,3.01,0.09,-0.05,0.0,0.9312,0.0004,-0.0009,0.0,92.8,2.0,-1.1,0.0,2.509,0.003,-0.004,0.0,19.54,0.02,-0.02,0.0,,,,,0.227,0.006,-0.009000000000000001,0.0,4.88,0.14,-0.17,0.0,0
OGLE-2013-BLG-0911L b,17h55m31.98s,-29d15m13.8s,3020.0,864.0,-537.0,0,9.51,2.7199999999999998,-1.69,0,0.39,0.05,-0.030000000000000002,0,0.29,0.07,-0.05,0.0,3220.0,470.0,-350.0,0.0,8000.0,2000.0,-2000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.1,-0.08,0.0,2.54,0.37,-0.3,0.0,1
MOA-2016-BLG-227L b,18h05m53.70s,-27d42m51.43s,1700.0,320.0,-480.0,0,5.3,1.0,-1.5,0,1.51,0.22,-0.2,0,0.54,0.1,-0.15,0.0,7100.0,1000.0,-900.0,0.0,,,,,2457517.5078,0.007,-0.006,0.0,-0.0833,0.0008,-0.0016,0.0,17.03,0.08,-0.2,0.0,3.01,0.09,-0.05,0.0,0.9312,0.0004,-0.0009,0.0,92.8,2.0,-1.1,0.0,2.509,0.003,-0.004,0.0,19.54,0.02,-0.02,0.0,,,,,0.227,0.006,-0.009000000000000001,0.0,4.88,0.14,-0.17,0.0,0
KMT-2019-BLG-1339L b,17h42m58.42s,-25d34m26.1s,3880.0,5120.0,-2100.0,0,12.2,16.1,-6.7,0,0.67,0.77,-0.55,0,0.27,0.36,-0.15,0.0,7150.0,1060.0,-1250.0,0.0,,,,,2458666.378,0.004,-0.004,0.0,0.009130000000000001,0.0008100000000000001,-0.0008100000000000001,0.0,17.23,0.84,-0.84,0.0,3.49,0.61,-0.61,0.0,0.39,0.05,-0.05,0.0,430.3,139.4,-139.4,0.0,4.771,0.019,-0.019,0.0,20.89,0.01,-0.01,0.0,,,,,0.22,0.04,-0.04,0.0,4.76,0.92,-0.92,0.0,0
OGLE-2015-BLG-1771L b,17h55m11.76s,-28d51m45.90s,136.0,214.0,-81.0,0,0.427,0.672,-0.255,0,0.85,0.16,-0.17,0,0.076,0.11900000000000001,-0.044000000000000004,0.0,7040.0,1020.0,-1140.0,0.0,,,,,2457235.6,0.01,-0.01,0.0,0.121,0.008,-0.008,0.0,4.28,0.24000000000000002,-0.24000000000000002,0.0,4.41,0.46,-0.46,0.0,1.202,0.01,-0.01,0.0,53.8,6.4,-6.4,0.0,3.904,0.021,-0.021,0.0,21.77,0.08,-0.08,0.0,21.03,0.04,-0.04,0.0,0.1,0.019,-0.018000000000000002,0.0,8.5,1.6,-1.5,0.0,0
OGLE-2006-BLG-109L c,17h52m34.51s,-30d05m16.0s,86.0,7.0,-7.0,0,0.27,0.02,-0.02,0,4.5,2.1,-1.0,0,0.51,0.05,-0.04,0.0,1510.0,110.0,-120.0,0.0,,,,,2453831.0204,0.011000000000000001,-0.011000000000000001,0.0,0.00345,5e-05,-5e-05,0.0,128.1,0.8,-0.8,0.0,,,,,1.0418,0.0001,-0.0001,0.0,5.014,0.030000000000000002,-0.030000000000000002,0.0,-0.23500000000000001,0.0007,-0.0007,0.0,20.935,0.030000000000000002,-0.030000000000000002,0.0,,,,,1.505,,,0.0,,,,,1
OGLE-2018-BLG-1700L b,17h59m49.45s,-28d31m43.10s,1400.0,966.0,-636.0,0,4.4,3.04,-2.0,0,2.8,3.2,-2.5,0,0.42,0.29,-0.19,0.0,7600.0,1200.0,-900.0,0.0,10700.0,2200.0,-1500.0,0.0,2458386.152,0.04,-0.04,0.0,0.00588,0.00066,-0.00066,0.0,43.12,0.74,-0.74,0.0,1.0,0.07,-0.07,0.0,1.019,0.003,-0.003,0.0,100.0,10.0,-10.0,0.0,3.432,0.007,-0.007,0.0,21.08,0.01,-0.01,0.0,,,,,0.37,0.030000000000000002,-0.030000000000000002,0.0,3.13,0.3,-0.3,0.0,0
OGLE-2013-BLG-0911L b,17h55m31.98s,-29d15m13.8s,,,,0,,,,0,,,,0,,,,,,,,,8000.0,2000.0,-2000.0,0.0,2456537.3123,0.00030000000000000003,-0.0004,0.0,0.004522,8.6e-05,-0.000108,0.0,101.104,2.246,-1.799,0.0,1.413,0.093,-0.295,0.0,6.774,0.101,-0.085,0.0,316.0,13.2,-13.4,0.0,4.198,0.007,-0.007,0.0,18.104,0.049,-0.049,0.0,,,,,,,,,,,,,0
MOA-2011-BLG-028L b,18h03m24.96s,-29d12m48.3s,30.0,16.0,-12.0,0,0.09,0.05,-0.04,0,4.14,0.64,-0.64,0,0.75,0.35000000000000003,-0.3,0.0,7380.0,520.0,-620.0,0.0,8610.0,640.0,-640.0,0.0,2455673.81,0.18,-0.18,0.0,0.906,0.021,-0.037,0.0,34.2,0.74,-0.74,0.0,17.4,2.2,-2.2,0.0,1.691,0.036000000000000004,-0.036000000000000004,0.0,1.27,0.25,-0.25,0.0,-2.192,0.023,-0.023,0.0,15.3,,,0.0,,,,,0.337,0.053,-0.053,0.0,3.59,0.58,-0.58,0.0,1
OGLE-2016-BLG-1195L b,17h55m23.5s,-30d12m26.1s,1.43,0.45,-0.32,0,0.0045000000000000005,0.0014,-0.001,0,1.16,0.16,-0.13,0,0.078,0.016,-0.012,0.0,3910.0,420.0,-460.0,0.0,,,,,2457568.7693,0.0013,-0.0013,0.0,0.05317,0.00075,-0.00075,0.0,9.96,0.11,-0.11,0.0,2.89,0.34,-0.38,0.0,0.9839,0.0068000000000000005,-0.0072,0.0,0.546,0.081,-0.07100000000000001,0.0,0.9684,0.0022,-0.0022,0.0,18.99,0.02,-0.02,0.0,,,,,0.28600000000000003,0.053,-0.038,0.0,8.7,1.6,-1.2,0.0,1
OGLE-2016-BLG-0263L b,17h59m34.9s,-31d49m07.0s,1300.0,2100.0,-790.0,0,4.1,6.5,-2.5,0,5.4,1.1,-1.6,0,0.13,0.21,-0.08,0.0,6500.0,1300.0,-1900.0,0.0,,,,,2457470.432,0.036000000000000004,-0.036000000000000004,0.0,0.599,0.031,-0.031,0.0,15.92,0.51,-0.51,0.0,,,,,4.86,0.15,-0.15,0.0,297.0,9.0,-9.0,0.0,0.163,0.003,-0.003,0.0,15.89,,,0.0,,,,,,,,,,,,,0
OGLE-2012-BLG-0358L b,17h42m46.77s,-24d15m39.6s,601.0,60.0,-60.0,0,1.8900000000000001,0.19,-0.19,0,0.89,0.030000000000000002,-0.030000000000000002,0,0.023,0.002,-0.002,0.0,1790.0,120.0,-120.0,0.0,7600.0,,,0.0,2456040.33,0.01,-0.01,0.0,0.098,0.001,-0.001,0.0,26.47,0.11,-0.11,0.0,2.36,0.01,-0.01,0.0,1.6960000000000002,0.003,-0.003,0.0,1253.1,15.4,-15.4,0.0,-0.721,0.001,-0.001,0.0,,,,,,,,,0.29,0.030000000000000002,-0.030000000000000002,0.0,4.02,0.37,-0.37,0.0,0
OGLE-2017-BLG-1375L b,17h56m37.17s,-30d18m41.1s,4218.0,2980.0,-1140.0,0,13.27,9.39,-3.58,0,4.72,1.6400000000000001,-1.0,0,0.85,0.6,-0.23,0.0,4080.0,1420.0,-870.0,0.0,,,,,2457969.63,0.031,-0.031,0.0,-0.028,0.002,-0.002,0.0,101.98,5.37,-5.37,0.0,0.36,0.030000000000000002,-0.030000000000000002,0.0,1.268,0.005,-0.005,0.0,148.8,8.4,-8.4,0.0,-5.069,0.005,-0.005,0.0,22.1,0.02,-0.02,0.0,,,,,0.99,0.13,-0.13,0.0,3.56,0.45,-0.45,0.0,0
KMT-2016-BLG-1107L b,17h45m40.26s,-26d01m54.48s,29.0,31.0,-12.0,0,0.09,0.096,-0.037,0,1.065,0.192,-0.189,0,0.022000000000000002,0.023,-0.009000000000000001,0.0,7481.0,748.0,-708.0,0.0,,,,,2457509.227,0.057,-0.057,0.0,0.932,0.057,-0.057,0.0,20.38,0.805,-0.805,0.0,184.11,24.23,-24.23,0.0,2.965,0.10400000000000001,-0.10400000000000001,0.0,39.8,5.9,-5.9,0.0,0.441,0.012,-0.012,0.0,,,,,,,,,0.048,0.007,-0.007,0.0,0.85,0.13,-0.13,0.0,0
OGLE-2015-BLG-1771L b,17h55m11.76s,-28d51m45.90s,126.0,197.0,-72.0,0,0.397,0.62,-0.227,0,0.77,0.15,-0.15,0,0.085,0.132,-0.047,0.0,6830.0,1050.0,-1170.0,0.0,,,,,2457235.62,0.01,-0.01,0.0,0.114,0.006,-0.006,0.0,4.53,0.18,-0.18,0.0,3.64,0.34,-0.34,0.0,0.998,0.008,-0.008,0.0,44.7,5.1,-5.1,0.0,3.882,0.007,-0.007,0.0,21.86,0.060000000000000005,-0.060000000000000005,0.0,20.99,0.030000000000000002,-0.030000000000000002,0.0,0.115,0.021,-0.021,0.0,9.2,1.7000000000000002,-1.6,0.0,0
MOA-2009-BLG-319L b,18h06m58.13s,-24d49m10.89s,50.0,44.0,-24.0,0,0.2,0.1,-0.1,0,2.0,0.4,-0.4,0,0.38,0.34,-0.18,0.0,6100.0,1100.0,-1200.0,0.0,,,,,2455006.99482,6e-05,-6e-05,0.0,0.00622,3e-05,-3e-05,0.0,16.57,0.08,-0.08,0.0,1.929,0.01,-0.01,0.0,0.9753700000000001,7.000000000000001e-05,-7.000000000000001e-05,0.0,3.95,0.02,-0.02,0.0,5.7677,0.0005,-0.0005,0.0,19.82,,,0.0,,,,,0.34,0.030000000000000002,-0.030000000000000002,0.0,7.52,0.65,-0.65,0.0,0
OGLE-2018-BLG-1269L b,17h58m46.42s,-27d37m04.6s,220.0,140.0,-70.0,0,0.6900000000000001,0.44,-0.22,0,4.61,1.7000000000000002,-1.17,0,1.13,0.72,-0.35000000000000003,0.0,2560.0,920.0,-620.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.42,0.01,-0.01,0.0,,,,,1.6019999999999999,0.11800000000000001,-0.11800000000000001,0.0,8.29,0.61,-0.61,0.0,0
MOA-2011-BLG-293L b,17h55m39.35s,-28d28m36.65s,760.0,480.0,-300.0,0,2.4,1.5,-0.9,0,1.0,0.1,-0.1,0,0.43,0.27,-0.17,0.0,7150.0,750.0,-750.0,0.0,,,,,2455747.4935,0.0007,-0.0007,0.0,0.0035,0.0002,-0.0002,0.0,21.67,0.9600000000000001,-0.9600000000000001,0.0,1.6400000000000001,0.07,-0.07,0.0,0.548,0.006,-0.006,0.0,53.0,2.0,-2.0,0.0,3.862,0.009000000000000001,-0.009000000000000001,0.0,,,,,17.77,,,-1.0,0.26,0.02,-0.02,0.0,4.3,0.3,-0.3,0.0,0
MOA-2012-BLG-006L b,18h01m46.31s,-29d06m31.6s,2700.0,1500.0,-1200.0,0,8.4,4.6,-3.9,0,10.2,1.8,-2.4,0,0.49,0.27,-0.23,0.0,5300.0,800.0,-1300.0,0.0,,,,,2456046.87,0.12000000000000001,-0.12000000000000001,0.0,1.432,0.032,-0.032,0.0,20.69,0.35000000000000003,-0.35000000000000003,0.0,11.9,1.6,-2.3,0.0,4.405,0.069,-0.069,0.0,165.0,5.5,-5.5,0.0,0.35200000000000004,0.003,-0.003,0.0,16.247,,,0.0,,,,,0.489,0.126,-0.038,0.0,7.69,1.1,-0.76,0.0,1
MOA-2010-BLG-073L b,18h10m11.342s,-26d31m22.544s,3500.0,640.0,-640.0,0,11.0,2.0,-2.0,0,1.21,0.16,-0.16,0,0.16,0.030000000000000002,-0.030000000000000002,0.0,2800.0,400.0,-400.0,0.0,,,,,2455344.69,0.02,-0.02,0.0,0.386,0.001,-0.001,0.0,44.3,0.1,-0.1,0.0,16.5,0.1,-0.1,0.0,0.775,0.0007,-0.0007,0.0,654.0,6.0,-6.0,0.0,0.221,0.007,-0.007,0.0,15.554,0.007,-0.007,0.0,,,,,0.557,0.09,-0.09,0.0,4.6,0.4,-0.4,0.0,1
OGLE-2016-BLG-0263L b,17h59m34.9s,-31d49m07.0s,1300.0,2100.0,-790.0,0,4.1,6.5,-2.5,0,5.4,1.1,-1.6,0,0.13,0.21,-0.08,0.0,6500.0,1300.0,-1900.0,0.0,,,,,2457470.433,0.036000000000000004,-0.036000000000000004,0.0,0.581,0.027,-0.027,0.0,16.24,0.45,-0.45,0.0,,,,,4.72,0.12000000000000001,-0.12000000000000001,0.0,306.0,8.0,-8.0,0.0,0.095,0.002,-0.002,0.0,15.89,,,0.0,,,,,,,,,,,,,1
KMT-2019-BLG-1339L b,17h42m58.42s,-25d34m26.1s,404.0,334.0,-240.0,0,1.27,1.05,-0.74,0,2.8,3.38,-2.07,0,0.49,0.4,-0.28,0.0,6000.0,1260.0,-1640.0,0.0,,,,,2458666.393,0.003,-0.003,0.0,0.01593,0.00096,-0.00096,0.0,16.45,0.7000000000000001,-0.7000000000000001,0.0,1.38,0.3,-0.3,0.0,1.15,0.04,-0.04,0.0,25.0,7.7,-7.7,0.0,4.797,0.015000000000000001,-0.015000000000000001,0.0,20.89,0.01,-0.01,0.0,,,,,0.55,0.13,-0.13,0.0,12.08,2.89,-2.89,0.0,0
KMT-2017-BLG-0165L b,17h58m35.92s,-28d08m01.21s,34.0,15.0,-12.0,0,0.11,0.05,-0.04,0,3.45,0.98,-0.9500000000000001,0,0.76,0.34,-0.27,0.0,4530.0,1040.0,-980.0,0.0,,,,,2457853.71,0.067,-0.067,0.0,-0.035,0.011000000000000001,-0.011000000000000001,0.0,42.129,0.932,-0.932,0.0,0.7834,0.1072,-0.1072,0.0,0.9530000000000001,0.013000000000000001,-0.013000000000000001,0.0,1.348,0.09,-0.09,0.0,-5.821,0.033,-0.033,0.0,18.43,0.02,-0.02,0.0,,,,,0.8,0.13,-0.13,0.0,6.93,1.15,-1.15,0.0,1
MOA-2013-BLG-220L b,18h03m56.5s,-29d32m41s,,,,0,,,,0,,,,0,0.77,,,1.0,6500.0,,,1.0,,,,,2456386.9199,0.0009,-0.0009,0.0,0.01323,0.0004,-0.0004,0.0,13.23,0.05,-0.05,0.0,1.54,0.01,-0.01,0.0,0.9857,0.0001,-0.0001,0.0,30.1,0.2,-0.2,0.0,4.564,0.003,-0.003,0.0,19.205,0.003,-0.003,0.0,,,,,0.456,0.003,-0.003,0.0,12.57,0.08,-0.08,0.0,0
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.7,,,0,0.38,0.04,-0.04,0.0,3300.0,,,0.0,8000.0,,,0.0,2457205.1953,0.0013,-0.0013,0.0,0.01136,0.0001,-0.0001,0.0,57.8,0.4,-0.4,0.0,1.4,0.015000000000000001,-0.015000000000000001,0.0,1.1146,0.0032,-0.0032,0.0,1.67,0.05,-0.05,0.0,0.883,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,0
OGLE-2014-BLG-0124L b,18h02m29.21s,-28d23m46.5s,160.0,51.0,-51.0,0,0.51,0.16,-0.16,0,3.11,0.49,-0.49,0,0.71,0.22,-0.22,0.0,4100.0,590.0,-590.0,0.0,,,,,2456836.176,0.039,-0.039,0.0,0.1749,0.0039000000000000003,-0.0039000000000000003,0.0,152.1,2.9,-2.9,0.0,1.25,0.38,-0.38,0.0,0.9443,0.003,-0.003,0.0,6.94,0.46,-0.46,0.0,1.365,0.002,-0.002,0.0,18.59,0.02,-0.02,0.0,17.79,0.01,-0.01,0.0,0.84,0.26,-0.26,0.0,2.77,0.86,-0.86,0.0,1
OGLE-2014-BLG-1722L b,17h55m00.57s,-31d28m08.6s,55.0,51.4,-33.2,0,0.17300000000000001,0.162,-0.10400000000000001,0,1.5,0.6,-0.6,0,0.39,0.36,-0.24000000000000002,0.0,6380.0,1290.0,-1930.0,0.0,,,,,2456900.219,0.012,-0.011000000000000001,0.0,-0.131,0.004,-0.003,0.0,23.909,0.801,-0.582,0.0,6.0,5.0,-4.0,0.0,0.754,0.006,-0.005,0.0,4.263,0.678,-0.607,0.0,0.242,0.035,-0.032,0.0,18.88,0.04,-0.04,0.0,,,,,,,,,,,,,0
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,700.0,570.0,-380.0,0,2.2,1.8,-1.2,0,2.7,0.7000000000000001,-0.7000000000000001,0,0.51,0.41000000000000003,-0.28,0.0,6300.0,1300.0,2700.0,0.0,,,,,2457487.6,0.04,-0.04,0.0,0.061,0.005,-0.005,0.0,50.0,3.1,-3.1,0.0,2.2,,,1.0,0.89,0.02,-0.02,0.0,43.0,6.0,-6.0,0.0,5.849,0.023,-0.023,0.0,22.01,0.05,-0.05,0.0,18.25,0.01,-0.01,0.0,,,,,3.3,1.5,-0.9,0.0,0
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,21.0,6.0,-4.0,0,0.066,0.02,-0.01,0,2.1,0.2,-0.3,0,0.33,0.05,-0.08,0.0,3600.0,600.0,-800.0,0.0,,,,,2456151.47,0.030000000000000002,-0.030000000000000002,0.0,0.101,0.003,-0.003,0.0,68.4,1.5,-1.5,0.0,3.2,,,1.0,0.895,0.004,-0.007,0.0,1.9,0.5,-0.1,0.0,5.081,0.006,-0.006,0.0,19.29,0.030000000000000002,-0.030000000000000002,0.0,,,,,0.64,0.060000000000000005,-0.05,0.0,3.4,0.3,-0.3,0.0,0
KMT-2016-BLG-2397L b,17h44m51.01s,-23d12m04.97s,769.0,356.0,-369.0,0,2.42,1.12,-1.16,0,2.83,0.84,-1.19,0,0.62,0.29,-0.3,0.0,5090.0,1500.0,-2140.0,0.0,,,,,2457549.641,0.047,-0.047,0.0,0.046,0.006,-0.006,0.0,52.74,6.53,-6.53,0.0,0.0015,,,1.0,0.927,0.012,-0.012,0.0,37.2,0.78,-0.78,0.0,4.402,0.019,-0.019,0.0,21.76,0.01,-0.01,0.0,,,,,0.24000000000000002,,,-1.0,1.6600000000000001,,,-1.0,0
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.7,,,0,0.38,0.04,-0.04,0.0,3300.0,,,0.0,8000.0,,,0.0,2457205.1955,0.0013,-0.0013,0.0,-0.01157,0.0001,-0.0001,0.0,57.7,0.4,-0.4,0.0,1.4060000000000001,0.014,-0.014,0.0,1.1148,0.0033,-0.0033,0.0,1.6800000000000002,0.05,-0.05,0.0,-0.88,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,0
OGLE-2017-BLG-1434L b,17h53m07.29s,-30d14m44.6s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457984.979,0.004,-0.004,0.0,0.044000000000000004,0.001,-0.001,0.0,61.421,0.6920000000000001,-0.6920000000000001,0.0,0.4815,0.0068000000000000005,-0.0068000000000000005,0.0,0.978,0.00030000000000000003,-0.00030000000000000003,0.0,0.5866,0.0063,-0.0063,0.0,4.552,0.001,-0.001,0.0,,,,,,,,,,,,,,,,,0
OGLE-2015-BLG-1670L b,17h52m38.11s,-28d33m06.9s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457223.3427,0.0033,-0.0033,0.0,0.0053,0.0017000000000000001,-0.0015,0.0,23.3,9.1,-5.2,0.0,2.17,0.6900000000000001,-1.0,0.0,1.056,0.028,-0.02,0.0,1.0,0.4,-0.31,0.0,0.257,0.015000000000000001,-0.013000000000000001,0.0,22.34,0.4,-0.3,0.0,,,,,0.395,0.084,-0.061,0.0,6.21,1.2,-0.9500000000000001,0.0,0
KMT-2017-BLG-1146L b,17h56m25.40s,-33d08m32.89s,230.0,250.0,-130.0,0,0.71,0.8,-0.42,0,1.6,0.6,-0.6,0,0.33,0.36,-0.2,0.0,6500.0,1400.0,-2000.0,0.0,,,,,2457924.89,0.035,-0.132,0.0,0.28700000000000003,0.032,-0.017,0.0,25.443,1.2,-1.8,0.0,10.0,,,1.0,0.734,0.01,-0.017,0.0,20.0,6.0,-1.0,0.0,5.649,0.005,-0.036000000000000004,0.0,,,,,,,,,,,,,5.1,2.4,-1.9,0.0,1
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,189.0,259.0,-86.0,0,0.594,0.8140000000000001,-0.272,0,1.095,0.9530000000000001,-0.391,0,0.153,0.20600000000000002,-0.068,0.0,1296.0,1061.0,-452.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36,0.05,-0.05,0.0,,,,,,,,,,,,,0
OGLE-2013-BLG-0911L b,17h55m31.98s,-29d15m13.8s,,,,0,,,,0,,,,0,,,,,,,,,8000.0,2000.0,-2000.0,0.0,2456537.3128,0.0005,-0.0005,0.0,0.0048000000000000004,7.7e-05,-7.9e-05,0.0,94.698,1.612,-1.525,0.0,1.113,0.148,-0.11800000000000001,0.0,0.15,0.002,-0.002,0.0,323.6,8.9,-8.4,0.0,4.197,0.004,-0.004,0.0,18.104,0.049,-0.049,0.0,,,,,,,,,,,,,0
KMT-2019-BLG-1339L b,17h42m58.42s,-25d34m26.1s,397.0,331.0,-230.0,0,1.25,1.04,-0.73,0,2.15,2.59,-1.58,0,0.48000000000000004,0.4,-0.28,0.0,6120.0,1260.0,-1600.0,0.0,,,,,2458666.391,0.003,-0.003,0.0,0.00156,0.0008900000000000001,-0.0008900000000000001,0.0,16.7,0.68,-0.68,0.0,1.42,0.32,-0.32,0.0,0.88,0.030000000000000002,-0.030000000000000002,0.0,24.7,6.6,-6.6,0.0,4.79,0.014,-0.014,0.0,20.89,0.01,-0.01,0.0,,,,,0.55,0.13,-0.13,0.0,12.08,2.89,-2.89,0.0,1
OGLE-2017-BLG-1375L b,17h56m37.17s,-30d18m41.1s,3585.0,2770.0,-1070.0,0,11.28,8.73,-3.38,0,3.04,1.16,-0.75,0,0.81,0.63,-0.24000000000000002,0.0,3930.0,1490.0,-910.0,0.0,,,,,2457969.858,0.023,-0.023,0.0,-0.035,0.001,-0.001,0.0,101.06,1.55,-1.55,0.0,0.34,0.02,-0.02,0.0,0.839,0.003,-0.003,0.0,133.2,3.8,-3.8,0.0,-5.102,0.007,-0.007,0.0,22.1,0.02,-0.02,0.0,,,,,0.99,0.13,-0.13,0.0,3.56,0.45,-0.45,0.0,1
OGLE-2005-BLG-169L b,18h06m05.32s,-30d43m57.5s,13.0,,,0,0.041,,,0,2.7,,,0,0.49,0.23,-0.29,0.0,2700.0,1600.0,-1300.0,0.0,,,,,2453491.8758,,,0.0,0.00124,,,0.0,42.27,,,0.0,0.44,,,0.0,1.0198,,,0.0,0.86,,,0.0,2.04,,,0.0,,,,,,,,,1.0,0.22,-0.22,0.0,8.4,1.7000000000000002,-1.7000000000000002,0.0,0
MOA-2011-BLG-293L b,17h55m39.35s,-28d28m36.65s,1500.0,100.0,-100.0,0,4.8,0.3,-0.3,0,1.1,0.1,-0.1,0,0.86,0.060000000000000005,-0.060000000000000005,0.0,7720.0,440.0,-440.0,0.0,8350.0,490.0,-490.0,0.0,,,,,,,,,21.67,,,0.0,,,,,0.548,0.005,-0.005,0.0,53.0,2.0,-2.0,0.0,,,,,22.27,0.05,-0.05,0.0,,,,,0.26,0.02,-0.02,0.0,,,,,1
OGLE-2008-BLG-092L b,17h47m29.42s,-34d43m35.6s,57.0,,,0,0.18,,,0,15.0,,,0,0.71,,,0.0,8100.0,,,0.0,9700.0,,,0.0,2454727.374,0.047,-0.047,0.0,1.545,0.043000000000000003,-0.043000000000000003,0.0,38.64,0.88,-0.88,0.0,41.4,2.5,-2.5,0.0,5.26,0.11,-0.11,0.0,2.41,0.45,-0.45,0.0,0.314,0.005,-0.005,0.0,13.9,,,0.0,,,,,0.34400000000000003,0.02,-0.02,0.0,3.25,0.22,-0.22,0.0,1
