kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
2014991,1,,6.49687,2.64519e-05,132.164,0.00227356,0.0001222,3040,2.458,0.05963,124.3,19.07,18.34,2.238,0.1696,1.47e+03,199,,,6419.00,88.00,3.95,0.16,,
2014991,2,,1.98,1.35714e-05,132.408,0.00264889,0.169,17.72,2.836,0.2544,44.18,4.187,11.86,1.337,0.794,2.18e+03,296,,,6419.00,88.00,3.95,0.16,,
2016979,1,,1.24077,1.71707e-05,131.647,0.00494213,0.996,0.1659,1.783,1.027,202.1,36.04,7.853,1.745,6.899,1.13e+03,19.3,,,4618.00,58.00,4.69,0.02,,
2018261,1,,1.69111,2.68084e-05,131.607,0.00561271,0.66,1.344,5.721,2.985,19.76,2.675,7.634,1.327,0.4163,3e+03,547,,,7503.00,190.00,3.82,0.21,,
2018261,2,,1.69133,2.47098e-05,132.324,0.00562342,0.4417,3.161,5.178,1.74,20.46,2.548,8.831,1.304,0.4507,3e+03,547,,,7503.00,190.00,3.82,0.21,,
2014991,3,,1.97955,2.12229e-05,132.732,0.00420465,0.7165,0.8342,3.02,0.2803,39.49,4.623,8.594,1.35,0.312,2.18e+03,296,,,6419.00,88.00,3.95,0.16,,
2014991,4,,0.990173,1.26069e-05,131.556,0.0035121,0.0006191,1.014e+04,2.787,2.25,28.62,15.32,8.54,1.073,1.291,2.75e+03,373,,,6419.00,88.00,3.95,0.16,,
2015501,1,,2.63757,5.69433e-05,134.037,0.0101281,0.09253,63.63,9.561,12.74,8.208,1.198,7.258,1.334,1.577,3.19e+03,362,,,7383.00,197.00,3.45,0.17,,
2010414,1,,2.55587,3.25292e-05,133.451,0.00575365,0.2705,10.61,5.674,1.479,40.61,4.733,8.84,3.333,2.133,3.31e+03,262,,,7219.00,181.00,3.37,0.15,,
2010414,2,,1.02224,2.6178e-05,132.19,0.00868902,0.9886,0.005784,1.468,0.191,34.72,5.325,8.554,4.26,0.3736,4.49e+03,355,,,7219.00,181.00,3.37,0.15,,
2011424,1,,0.52117,2.66278e-05,131.772,0.00203466,0.7387,0.649,1.002,0.141,21.84,6.418,5.907,0.9785,0.2273,3.46e+03,578,,,6782.00,87.00,4.03,0.18,,
2011424,2,,0.521201,6.84889e-06,131.573,0.000785639,0.128,11.61,1.993,0.7169,75.59,6.33,19.8,1.691,0.4608,3.46e+03,578,,,6782.00,87.00,4.03,0.18,,
2019297,1,,1.89728,1.94277e-05,132.624,0.00374109,0.01688,213.9,6.048,3.56,46.86,4.821,11.39,2.083,1.422,2.64e+03,350,,,6517.00,110.00,3.71,0.19,,
2019297,2,,3.79486,6.47953e-05,131.706,0.00861927,0.06662,58.81,12.34,8.259,41.27,4.877,10.64,1.955,1.445,2.1e+03,278,,,6517.00,110.00,3.71,0.19,,
2019477,1,,1.5109,2.81929e-05,132.155,0.0079387,0.9342,0.2062,3.899,4.334,25.39,3.129,8.444,0.65,0.1952,1.6e+03,272,,,5582.00,72.00,4.34,0.22,,
2019477,2,,1.51106,2.31274e-05,132.852,0.00651174,0.008011,833.1,6.114,11.16,30.56,3.151,10.37,0.5666,0.8769,1.6e+03,272,,,5582.00,72.00,4.34,0.22,,
2141787,1,,0.781435,6.64305e-06,131.856,0.00117963,0.4868,2.662,1.734,0.2394,189.6,15.98,15.17,1.376,0.5215,1.97e+03,333,,,5743.00,89.00,4.42,0.21,,
2141787,2,,0.781415,7.20197e-06,132.259,0.00120785,0.4958,2.69,1.641,0.2076,187.2,16.78,14.78,1.369,0.5411,1.97e+03,333,,,5743.00,89.00,4.42,0.21,,
2141787,3,,0.780637,1.08034e-05,131.595,0.00198739,0.6639,1.873,1.6,0.3136,194.7,28.5,9.06,1.444,0.714,1.97e+03,334,,,5743.00,89.00,4.42,0.21,,
2141787,4,,0.780659,7.29536e-06,131.976,0.00163152,0.5415,2.991,2.05,0.5904,258.9,26.07,12.41,1.62,0.8271,1.97e+03,334,,,5743.00,89.00,4.42,0.21,,
2141852,1,,365.386,0.0114142,162.452,0.0154217,0.02003,300.7,10.83,3.143,716.6,124.6,6.7,2.531,3.267,255,67.9,,,5905.00,93.00,4.47,0.24,,
2021440,1,,7.8117,4.41831e-05,136.321,0.00331723,0.506,5.277,3.572,0.6993,785.6,34.32,25.05,2.021,1.95,717,93.8,,,5164.00,72.00,4.64,0.12,,
2021440,2,,7.8116,7.4952e-05,131.526,0.00574558,0.997,0.1488,4.111,0.3093,641.9,39.81,17.79,3.528,7.589,717,93.8,,,5164.00,72.00,4.64,0.12,,
2140389,1,,0.967449,4.62825e-06,132.248,0.00118913,0.7974,0.8791,1.937,0.2068,602.8,40.03,23.46,1.845,0.9741,1.31e+03,0.00209,,,4879.00,,4.71,,,
2141783,1,,116.521,0.000878112,144.133,0.00443843,0.008901,762.6,4.112,1.14,603.1,42.13,15.1,2.921,4.053,425,93.3,,,6083.00,95.00,4.30,0.22,,
2018685,1,,4.21457,8.2912e-05,133.831,0.0104765,0.3412,9.26,13.01,7.716,67.04,8.76,7.964,1.023,0.6623,1.39e+03,297,,,6677.00,123.00,4.36,0.19,,
2018685,2,,0.828824,1.23548e-05,132.151,0.00334969,0.8041,1.249,2.548,2.864,66.02,9.357,9.382,1.103,0.5425,2.39e+03,511,,,6677.00,123.00,4.36,0.19,,
2018906,1,,0.525233,6.54241e-06,131.629,0.000950341,0.6606,0.9077,1.526,0.3668,112.5,8.849,20.94,4.729,1.344,3.8e+03,370,,,5103.00,81.00,3.38,0.17,,
2019076,1,,3.56461,1.40961e-06,131.862,0.000236447,0.9622,0.1149,3.811,0.01142,6.203e+04,221.7,876.9,39.43,8.836,1.23e+03,291,,,5957.00,132.00,4.44,0.23,,
2161536,1,,16.8555,0.000109319,138.275,0.00373507,0.3018,11.89,2.426,0.4789,1023,82.65,15.54,1.695,1.841,411,7.84,,,4142.00,69.00,4.73,0.01,,
2162904,1,,0.513261,1.1674e-05,131.777,0.0016715,0.06634,37.09,2.165,1.426,342.4,47.7,11.63,5.645,2.478,4.56e+03,0.0346,,,7123.00,,3.65,,,
2162904,2,,119.168,0.0160119,204.096,0.0570613,0.9939,1.21,2.242,1.269,2711,1076,4.606,27.38,261.4,742,0.0332,,,7123.00,,3.65,,,
2164169,1,,32.3121,0.00026694,133.865,0.00502569,0.1513,29.4,5.793,1.187,669.5,28.85,23.79,2.473,2.348,577,104,,,5975.00,109.00,4.48,0.20,,
2141938,1,,1.25379,1.9093e-05,131.931,0.00583991,0.5324,2.747,4.404,2.573,24.25,2.809,9.358,0.5058,0.2345,1.69e+03,0.00858,,,5780.00,,4.44,,,
2142522,1,,13.3237,0.000121483,134.027,0.00547362,0.7138,1.362,3.795,0.2852,103.6,8.363,12.3,1.185,0.444,855,175,,,6294.00,71.00,4.42,0.15,,
2156514,1,,0.792785,1.35313e-05,132.123,0.00376798,0.0002027,1.957e+04,3.518,4.594,29.92,2360,8.321,0.5412,0.484,1.97e+03,0.0112,,,5780.00,,4.44,,,
2157247,1,,5.68636,1.79518e-05,133.025,0.00181413,0.6951,0.03724,15.63,0.08545,1180,23.5,56.44,3.737,0.05694,1.08e+03,242,,,6090.00,105.00,4.44,0.21,,
2157247,2,,0.947711,8.51774e-06,131.619,0.00257595,0.004906,756.1,3.261,2.238,106.2,9.112,14.85,1.049,0.79,1.96e+03,440,,,6090.00,105.00,4.44,0.21,,
2157489,1,,1.35728,1.58729e-05,132.434,0.00446554,0.002134,2393,5.581,8.067,17.83,2.094,11.96,1.504,1.438,3.64e+03,647,,,7727.00,195.00,3.67,0.22,,
2158190,1,,0.984522,1.31422e-05,131.544,0.00387211,0.1972,17.44,3.967,4.04,9.231,1.098,9.883,1.162,0.7264,4.41e+03,484,,,8284.00,200.00,3.66,0.16,,
2158208,1,,1.47217,3.98168e-05,132.742,0.0116392,0.6132,5.595,5.562,11.2,58.72,8.342,7.904,0.7995,0.9856,1.6e+03,0.0144,,,5780.00,,4.44,,,
2166218,1,,0.698709,1.08967e-05,131.678,0.00151655,0.3496,3.629,1.564,0.2062,22.07,3.02,10.39,2.622,0.7867,5.31e+03,237,,,7371.00,201.00,3.34,0.05,,
2166218,2,,0.698642,1.01122e-05,132.133,0.00180233,0.2226,11.64,2.029,0.8007,20.77,2.687,10.53,2.52,1.389,5.31e+03,237,,,7371.00,201.00,3.34,0.05,,
2166322,1,,1.49239,6.78708e-05,132.182,0.025622,0.9989,0.1416,2.595,2.379,207.7,19.57,11.25,2.584,9.185,1.56e+03,307,,,5931.00,133.00,4.53,0.20,,
2167444,1,,2.4357,4.33607e-06,133.501,0.000419463,0.7507,0.7682,0.823,0.1734,1564,100.4,22.66,7.951,1.777,2.14e+03,553,,,7235.00,189.00,4.10,0.23,,
2167600,1,,3.38289,2.70489e-05,134.214,0.00373385,0.01008,305.7,5.203,0.4723,69.35,7.255,10.37,1.256,0.7345,1.6e+03,290,,,6454.00,82.00,4.18,0.17,,
2167890,2,,1.32414,3.94775e-06,131.714,0.000618374,0.00285,410.2,1.873,0.02989,730,40.91,24.55,22.78,8.061,3.85e+03,0.00383,,,4837.00,,2.72,,,
2168333,1,,0.596469,9.28769e-06,132.079,0.00188453,0.1252,34.18,1.997,1.54,97.19,10.88,12.43,2.996,2.255,4.76e+03,690,,,8359.00,190.00,3.82,0.19,,
2168333,2,,1.25826,1.43278e-05,131.703,0.0037247,0.0001449,3062,5.64,0.8134,132.4,56.53,13.73,3.487,0.301,3.71e+03,538,,,8359.00,190.00,3.82,0.19,,
2167600,2,,3.38288,3.17183e-05,133.432,0.00447201,0.09742,31.84,12.87,9.372,71.62,6.116,13.65,1.277,0.7513,1.6e+03,290,,,6454.00,82.00,4.18,0.17,,
2167600,3,,1.69148,1.89048e-05,132.417,0.00419894,0.04898,96.79,5.37,4.107,56.34,6.122,11.37,1.132,1.024,2.02e+03,365,,,6454.00,82.00,4.18,0.17,,
2167600,4,,3.38351,4.83566e-05,131.623,0.00709968,0.002349,2412,7.247,2.854,43.56,4.803,11.11,0.9952,1.07,1.6e+03,289,,,6454.00,82.00,4.18,0.17,,
2167890,1,,2.6483,9.23226e-07,133.035,0.000140094,0.0001735,852.4,2.061,0.05037,1.091e+04,104.6,290.7,88.07,4.112,3.06e+03,0.000355,,,4837.00,,2.72,,,
2165002,1,,16.5681,7.97814e-05,146.151,0.00276178,0.24,11.13,4.125,0.7138,1302,47.44,29.09,2.742,2.037,591,80.2,,,5244.00,82.00,4.57,0.14,,
2165002,2,,47.3333,0.000474348,151.409,0.00590158,0.4639,13.35,2.781,1.342,912.1,84.35,10.46,2.353,4.875,417,56.5,,,5244.00,82.00,4.57,0.14,,
2166200,1,,8.09689,2.57767e-05,132.652,0.00276383,0.9158,1.89,3.507,0.03781,1.253e+05,1513,130.8,74.96,204.7,1.15e+03,0.00122,,,6344.00,,4.21,,,
2166206,1,,8.09699,2.69955e-05,132.643,0.00191741,0.2755,6.165,2.425,0.1448,360.1,12.32,37.74,2.699,1.027,1.11e+03,232,,,6014.00,95.00,4.16,0.21,,
2283124,1,,0.611063,1.17695e-05,132.103,0.0025958,0.3662,5.547,2.137,1.161,24,3.695,8.957,0.7496,0.3068,3.02e+03,673,,,7035.00,124.00,4.23,0.20,,
2283124,2,,0.917012,1.26926e-05,131.932,0.00303939,0.9059,0.4199,1.948,1.386,37.41,5.582,9.285,1.066,0.3653,2.64e+03,588,,,7035.00,124.00,4.23,0.20,,
2283308,1,,1.20688,1.25361e-05,132.391,0.00370091,0.5583,3.012,3.86,2.221,64,5.627,12.64,0.8257,0.4562,1.71e+03,0.00593,,,5780.00,,4.44,,,
2297739,2,,1.6114,1.89826e-05,132.563,0.00466519,0.1313,54.56,5.669,8.031,141.6,15.51,9.37,1.179,1.941,1.55e+03,0.0061,,,5780.00,,4.44,,,
2299738,1,,1.209,2.19523e-05,132.704,0.00518819,0.7814,1.323,3.824,4.005,56.63,11.37,5.843,0.6007,0.4107,1.34e+03,51,,,5123.00,62.00,4.62,0.04,,
2299738,2,,1.20893,2.78567e-05,132.146,0.00680551,0.11,71.92,3.838,5.215,41.88,11.07,4.534,0.4555,0.989,1.34e+03,51,,,5123.00,62.00,4.62,0.04,,
2299915,1,,0.888609,9.25708e-06,132.361,0.00123222,0.9789,0.1756,0.9276,0.1791,380.2,51.85,12.39,2.608,6.299,1.64e+03,0.00569,,,5309.00,,4.54,,,
2297728,1,,0.566092,4.9754e-06,132.054,0.00061591,0.02604,59.97,1.598,0.3086,68.19,4.335,25.2,1.296,0.3766,3.02e+03,587,,,6641.00,65.00,4.17,0.19,,
2297728,2,,0.566094,5.14074e-06,131.827,0.000696583,0.0002606,6743,1.545,0.3112,62.87,44.27,24.18,1.245,0.4068,3.02e+03,587,,,6641.00,65.00,4.17,0.19,,
2297728,3,,0.566093,4.91429e-06,131.597,0.00143628,0.05292,47.98,1.511,0.4092,66.13,4.91,19.22,1.277,0.6081,3.02e+03,587,,,6641.00,65.00,4.17,0.19,,
2297739,1,,2.08016,1.94871e-05,133.328,0.00377147,0.2324,15.59,7.149,5.203,147.1,14.16,10.46,1.207,1.043,1.43e+03,0.00446,,,5780.00,,4.44,,,
2168333,3,,1.25825,1.44462e-05,132.346,0.00381946,0.05404,98.19,4.838,5.982,128.7,11.22,15.34,3.439,3.161,3.71e+03,538,,,8359.00,190.00,3.82,0.19,,
2168420,1,,0.73221,9.1866e-06,131.825,0.00203803,0.5587,2.964,1.786,0.4859,184.3,21.25,11.66,3.134,1.371,3.78e+03,845,,,8049.00,217.00,4.01,0.22,,
2168420,2,,1.90383,3.18744e-05,131.892,0.00699431,0.03501,328.2,5.089,5.852,160.1,22.65,8.643,2.82,5.774,2.75e+03,614,,,8049.00,217.00,4.01,0.22,,
2168420,3,,4.75875,7.92213e-05,135.733,0.00967446,0.06485,148.1,2.544,0.689,317,53.59,7.078,3.973,6.807,2.03e+03,453,,,8049.00,217.00,4.01,0.22,,
2300529,1,,0.98727,1.23113e-05,132.488,0.00499474,0.1556,48.98,4.526,11.87,213.2,21.33,14.17,2.828,3.77,2.94e+03,542,,,7231.00,201.00,4.07,0.19,,
2300529,2,,0.987295,2.44767e-05,131.976,0.00883707,0.05562,198.9,3.942,11.01,126.7,24.75,8.304,2.176,4.122,2.94e+03,542,,,7231.00,201.00,4.07,0.19,,
2300603,1,,0.528591,1.24638e-05,131.708,0.0030314,0.4065,7.817,2.057,2.237,92.59,13.95,10.03,2.155,1.42,3.78e+03,579,,,7103.00,152.00,3.97,0.18,,
2300603,2,,0.671523,1.1786e-05,131.705,0.0023736,0.1652,26.63,1.48,0.3918,237,33.11,10.55,3.408,2.709,3.49e+03,534,,,7103.00,152.00,3.97,0.18,,
2303903,1,,3.70856,3.76817e-05,134.479,0.00543807,0.9868,0.1271,2.254,0.4109,422.2,61.24,9.818,2.598,5.578,992,161,,,5421.00,87.00,4.61,0.16,,
2304168,1,,0.530611,8.46337e-06,131.89,0.00210568,0.01235,123.9,2.903,1.09,69,21.52,12.68,2.738,1.209,4.55e+03,562,,,7217.00,201.00,3.70,0.18,,
2304168,2,,0.964122,1.33257e-05,132.417,0.00302497,0.007483,939.7,1.521,0.218,205.2,28.24,9.713,4.733,6.337,3.73e+03,460,,,7217.00,201.00,3.70,0.18,,
2304168,3,,0.964134,1.2707e-05,131.93,0.00276377,0.01017,640.6,1.554,0.2231,209.6,28.15,9.855,4.783,5.945,3.73e+03,460,,,7217.00,201.00,3.70,0.18,,
2302548,1,,10.3812,1.91048e-05,133.067,0.00103282,0.691,0.6545,2.79,0.2187,868,18.85,45.22,5.795,1.324,1.02e+03,79.7,,,5161.00,79.00,3.88,0.07,,
2302548,2,,24.5708,8.92153e-05,135.874,0.00208273,0.1592,22.87,2.814,0.4406,740.9,31.8,25.34,4.925,4.915,768,59.8,,,5161.00,79.00,3.88,0.07,,
2302758,1,,0.542181,2.3926e-05,132.015,0.00782157,0.9922,0.2854,71.32,8.721e+06,34.32,10.98,5.045,0.5469,1.209,2.22e+03,538,,,5965.00,141.00,4.50,0.23,,
2303365,1,,0.501448,1.63725e-05,131.784,0.00338003,0.8298,1.66,1.647,3.852,49.36,9.789,8.72,2.822,2.351,4.97e+03,997,,,7499.00,202.00,3.66,0.23,,
2303365,2,,0.742858,1.3804e-05,131.995,0.00456946,0.009079,1161,2.554,5.03,70.86,13.75,8.102,3.013,6.143,4.36e+03,875,,,7499.00,202.00,3.66,0.23,,
2300319,1,,0.564033,4.55437e-06,131.531,0.000489841,0.7991,0.2572,0.8894,0.04268,83.81,4.523,31.09,1.027,0.1299,2.21e+03,0.00594,,,5780.00,,4.44,,,
2300319,2,,0.564024,4.46129e-06,131.819,0.000516214,0.7607,0.3199,0.9937,0.05467,84.02,4.38,33.71,1.009,0.1306,2.21e+03,0.00582,,,5780.00,,4.44,,,
2300319,3,,0.564007,1.21169e-05,131.696,0.00172698,0.7909,0.456,1.456,0.3935,27.53,3.544,14.49,0.5817,0.1274,2.21e+03,0.0158,,,5780.00,,4.44,,,
2300319,4,,0.564015,1.14203e-05,131.971,0.00167178,0.6425,1.009,1.42,0.2742,27.65,3.481,14.84,0.5547,0.1414,2.21e+03,0.0149,,,5780.00,,4.44,,,
2436378,1,,8.53156,3.27296e-05,136.282,0.00251515,0.6389,0.0534,2.902,0.09276,8.688e+04,2317,57.21,31.45,0.8601,892,0.00114,,,5780.00,,4.44,,,
2436954,1,,355.62,0.012648,318.627,0.01603,0.01644,63.9,12.21,1.737,5659,754.2,8.19,15.7,4.984,327,47.1,,,4939.00,83.00,3.73,0.17,,
2437060,1,,3.18709,2.01703e-06,132.851,0.000332587,0.6128,0.002041,6.939,0.009926,1.448e+05,410.7,405.7,680.1,1.289,3.68e+03,0.000777,,,4452.00,,2.15,,,
2437060,2,,3.18698,7.53883e-06,134.474,0.00128413,1,0.4798,6.069,5.623,3.169e+04,1.102e+05,140.4,540.8,208.1,3.68e+03,0.0029,,,4452.00,,2.15,,,
2442359,1,,0.552859,8.05346e-06,131.737,0.000868307,0.865,0.399,0.9853,0.1757,121.8,11.35,20.23,3.312,1.115,3.05e+03,343,,,5098.00,78.00,3.69,0.13,,
2442448,1,,76.6149,0.00118624,153.788,0.00988783,0.2195,20.61,9.342,1.638,424.8,27.15,16.76,2.21,2.087,468,122,,,6185.00,116.00,4.42,0.22,,
2443393,1,,73.7079,0.00174396,202.814,0.0135275,0.07082,104.4,10.09,1.211,123.6,10.81,12.11,1.1,1.842,435,0.00343,,,5780.00,,4.44,,,
2444188,1,,3.55229,4.35149e-05,134.998,0.00607314,0.1455,40.18,3.956,0.3609,37.76,5.433,8.111,1.292,1.379,1.91e+03,298,,,6883.00,131.00,3.98,0.18,,
2452440,1,,8.09689,1.88966e-05,138.441,0.00209813,0.5351,0.01838,5.743,0.04077,6.273e+04,326.3,225.8,27.11,0.1197,880,0.000684,,,5519.00,,4.42,,,
2452440,2,,8.09714,7.47294e-05,134.369,0.00800609,0.2286,6.547,4.631,0.8353,4050,181.4,22.57,6.634,2.359,880,0.00271,,,5519.00,,4.42,,,
2452450,1,,8.09708,1.24453e-05,138.421,0.000879367,0.03773,20.81,4.445,0.1685,926.7,14.33,98.72,5.206,0.7637,1.29e+03,258,,,6637.00,118.00,4.11,0.19,,
2452450,2,,4.04862,5.04711e-05,134.35,0.00654944,0.4871,4.101,4.457,0.2466,68.85,8.446,8.328,1.455,0.6953,1.63e+03,325,,,6637.00,118.00,4.11,0.19,,
2571417,1,,3.77782,4.41207e-05,132.084,0.00589004,0.1389,32.79,7.526,2.003,61.56,6.074,11.21,1.055,0.9224,1.47e+03,255,,,6478.00,85.00,4.26,0.16,,
2571417,2,,3.77802,5.00558e-05,135.258,0.00587236,0.1544,27.39,4.962,0.4377,70.09,6.305,11.99,1.126,0.9245,1.47e+03,254,,,6478.00,85.00,4.26,0.16,,
2571417,3,,3.7779,5.36116e-05,134.254,0.00732785,0.3962,6.38,5.988,0.742,48.85,5.447,9.369,0.9534,0.536,1.47e+03,255,,,6478.00,85.00,4.26,0.16,,
2437060,3,,3.18635,2.85605e-05,132.275,0.00422792,0.009055,159.2,6.333,0.1503,2306,169.4,14.9,76.84,38.48,3.68e+03,0.011,,,4452.00,,2.15,,,
2571868,1,,1.32361,1.90293e-05,132.757,0.0049379,0.6521,2.922,3.852,2.815,86.55,10.18,9.359,4.062,2.363,4.13e+03,571,,,8151.00,199.00,3.57,0.17,,
2572029,1,,6.00611,0.000102333,133.402,0.00947515,0.9446,0.2053,4.441,0.5128,54.47,5.964,9.291,1.038,0.3331,1.12e+03,233,,,6076.00,101.00,4.34,0.22,,
2572370,1,,0.623295,1.3709e-05,131.842,0.00174482,0.9881,0.2203,0.7772,0.3711,168.4,30.18,9.833,1.669,8.314,1.75e+03,393,,,5162.00,80.00,4.55,0.22,,
2444188,2,,3.5525,4.90373e-05,132.382,0.00695008,0.249,10.77,5.305,0.5392,34.34,4.249,8.498,1.237,0.6327,1.91e+03,298,,,6883.00,131.00,3.98,0.18,,
2573056,1,,0.631815,7.28615e-06,131.894,0.00108649,0.4717,2.911,1.216,0.1235,144.4,12.36,19.18,1.45,0.4743,2.51e+03,347,,,6542.00,103.00,4.39,0.13,,
2573108,1,,5.09187,7.49266e-05,132.809,0.00778713,0.1312,31.76,15.31,9.308,49.16,5.815,10.69,1.728,1.327,1.78e+03,224,,,6702.00,110.00,3.86,0.17,,
2574201,1,,374.781,0.00657344,307.236,0.0084203,0.9991,0.4687,5.268,0.6248,3005,344.5,12.36,5.313,17.97,138,8.19,,,3979.00,211.00,4.75,0.02,,
2453212,1,,0.655076,4.28543e-06,131.886,0.0011157,0.9628,0.006287,1.644,0.03485,1002,66.19,22.42,3.139,0.1601,1.98e+03,0.00431,,,6288.00,,4.70,,,
2574338,1,,9.22959,6.98841e-05,138.442,0.00435324,0.2051,19.53,2.369,0.3824,492.6,37.18,14.41,2.456,1.971,981,169,,,6395.00,115.00,4.42,0.17,,
2574543,1,,6.7026,2.16315e-05,134.373,0.00165429,0.1813,12.35,2.938,0.2029,550,39.47,14.75,18.46,12.25,2.12e+03,203,,,4908.00,78.00,2.87,0.15,,
2574552,1,,347.633,0.0199189,439.55,0.0245661,0.03309,150,15.49,4.039,815.6,133.8,6.775,2.665,3.094,240,0.00458,,,5528.00,,4.50,,,
2574552,2,,379.695,0.0150818,378.803,0.021544,0.4104,6.433,13.16,2.818,942.7,128.6,7.165,2.927,2.191,233,0.00308,,,5528.00,,4.50,,,
2574960,1,,4.73249,0.000102186,133.116,0.0115046,0.4032,5.071,9.023,1.558,21.94,3.175,6.902,2.24,1.119,2.61e+03,233,,,7322.00,193.00,3.44,0.16,,
2575964,1,,0.819311,7.63655e-06,132.071,0.00141475,0.1585,19.08,2.096,0.5933,191.9,19.74,13.74,1.377,0.967,1.95e+03,0.00605,,,5780.00,,4.44,,,
2575964,2,,0.819255,1.15295e-05,132.261,0.00494686,0.2193,25.22,2.361,1.732,142.3,21.96,8.068,1.188,1.569,1.95e+03,0.00914,,,5780.00,,4.44,,,
2576107,1,,205.582,0.000411376,234.75,0.00103939,0.0008447,234.5,4.006,0.2024,2.375e+04,304.6,196.3,16.66,0.6897,343,78.7,,,6342.00,106.00,4.43,0.19,,
2576197,1,,2.21705,5.56398e-06,131.785,0.00101101,0.7266,1.302,1.686,0.1924,400.3,16.59,30.29,2.374,0.8802,1.58e+03,226,,,6396.00,81.00,4.42,0.13,,
2576224,1,,2.21703,2.01313e-05,131.8,0.00406659,0.446,3.41,2.421,0.1423,29.62,3.187,10.14,1.141,0.4217,2.39e+03,466,,,7517.00,195.00,4.04,0.20,,
2576224,2,,1.62908,2.64508e-05,133.138,0.00697624,0.2603,13.67,5.396,4.022,17.75,2.066,8.971,0.87,0.6352,2.65e+03,516,,,7517.00,195.00,4.04,0.20,,
2576962,1,,309.246,0.0133507,136.184,0.0219679,0.2202,70.04,10.5,4.97,269,45.62,6.96,1.706,5.685,285,76.7,,,6021.00,105.00,4.41,0.25,,
2578017,1,,0.592577,1.03871e-05,131.891,0.00150495,0.9753,0.02564,1.044,0.06007,360.9,57.34,16.3,2.122,0.495,1.86e+03,0.0108,,,5511.00,,4.63,,,
2578404,1,,0.872275,6.73753e-06,132.034,0.00295264,0.00817,868,4.293,11.58,216.3,15.51,21.44,6.833,9.351,4.69e+03,682,,,7559.00,211.00,3.46,0.19,,
2578404,2,,0.872306,1.67177e-05,132.25,0.0232336,0.005326,1117,6.071,28.23,212.1,30.36,12.91,6.766,7.923,4.69e+03,682,,,7559.00,211.00,3.46,0.19,,
2578811,1,,6.20967,0,135.25,0,0.1,0,2,0,1370,0,,1.772,0,495,28.7,,,3692.00,200.00,4.76,0.01,,
2578891,2,,0.58228,2.9531e-05,131.996,0.00687829,0.9914,0.00636,0.7671,0.1244,31.94,7.807,7.299,1.232,0.1894,3.04e+03,756,,,6770.00,131.00,4.18,0.23,,
2578891,3,,2.3271,2.4781e-05,132.64,0.00476306,0.08924,71.97,3.033,0.4244,46.61,6.145,9.32,1.077,1.267,1.92e+03,476,,,6770.00,131.00,4.18,0.23,,
2579043,1,,6.31217,3.98305e-05,136.935,0.00357339,0.3556,8.921,4.938,0.5028,400.3,17.89,24.72,2.176,1.527,1.09e+03,193,,,6314.00,106.00,4.43,0.16,,
2579147,1,,0.531704,6.20452e-06,132.029,0.000619586,0.3309,2.953,1.461,0.1689,354.1,25.34,20.88,4.408,0.865,3.93e+03,724,,,7284.00,232.00,3.94,0.20,,
2579147,3,,0.53168,8.2382e-06,131.819,0.00293445,0.03173,110.7,1.703,0.8462,278,33.03,9.97,3.862,2.419,3.93e+03,724,,,7284.00,232.00,3.94,0.20,,
2581191,1,,1.99049,1.11868e-05,132.699,0.00241143,0.3803,5.434,2.831,0.1612,138.9,8.67,18.07,1.224,0.5853,1.55e+03,265,,,6200.00,116.00,4.46,0.16,,
2581316,1,,217.832,0.000136965,238.819,0.000340447,0.000506,12.44,21.35,0.0253,9448,23.97,453.5,9.616,0.01992,303,6.35e-05,,,5780.00,,4.44,,,
2581316,2,,10.5142,7.55407e-05,134.566,0.00417538,0.5903,1.467,3.731,0.1254,72.48,4.461,16.15,0.8843,0.2664,832,0.00199,,,5780.00,,4.44,,,
2581554,1,,47.1486,0.000111036,175.267,0.0012727,0.08175,21.75,3.022,0.2856,1198,34.55,33.36,6.584,3.31,621,62.3,,,5016.00,67.00,3.82,0.11,,
2581583,1,,1.43934,1.27271e-05,131.538,0.00252386,0.08246,63.81,2.457,0.4266,141.2,19.58,8.843,1.178,1.411,1.61e+03,0.00476,,,5780.00,,4.44,,,
2581674,1,,1.91426,1.53218e-05,131.928,0.00264882,0.005102,527.3,6.021,2.608,39.46,4.211,10.22,2.474,1.323,3.3e+03,296,,,7381.00,207.00,3.56,0.14,,
2581674,2,,1.91443,1.603e-05,132.819,0.00300734,0.2462,8.155,4.973,1.225,36.21,3.675,10.85,2.385,1.023,3.3e+03,296,,,7381.00,207.00,3.56,0.14,,
2578891,1,,2.32748,1.49928e-05,132.183,0.0027351,0.002577,1260,3.839,0.4378,67.15,5.74,15.11,1.291,0.7626,1.92e+03,476,,,6770.00,131.00,4.18,0.23,,
2581674,4,,10.3605,0.0001568,133.268,0.00813795,0.1005,70.26,5.947,0.4596,119.2,18.43,7.901,4.304,6.101,1.88e+03,168,,,7381.00,207.00,3.56,0.14,,
