kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
5792656,1,,0.926737,6.95158e-06,132.221,0.0012826,0.1439,16.56,2.858,1.065,59.74,5.485,14.64,1.922,0.8563,3.39e+03,512,,,7318.00,197.00,3.90,0.18,,
5792900,1,,2.98059,3.74592e-05,133.833,0.006003,0.7343,0.337,3.305,0.1896,8.631,1.337,6.551,1.151,0.1405,2.94e+03,326,,,8113.00,199.00,3.68,0.16,,
5792900,2,,2.98085,5.95601e-05,131.516,0.00959561,0.01247,296,7.894,3.432,6.576,1.265,5.272,0.9365,0.6212,2.94e+03,326,,,8113.00,199.00,3.68,0.16,,
5808673,2,,2.02837,1.92011e-05,131.867,0.00416623,0.2174,22.23,6.952,6.933,66.88,3.873,18.87,0.8636,0.9114,1.53e+03,293,,,5970.00,115.00,4.39,0.21,,
5809890,1,,1.2691,2.29015e-06,132.071,0.000446106,0.8605,0.2692,1.427,0.05576,301.9,8.566,47.41,1.547,0.343,1.36e+03,496,,,5097.00,78.00,4.55,0.30,,
5809890,2,,2.85314,6.88364e-06,133.795,0.00103256,0.8561,0.4565,1.437,0.1766,269.8,12.64,26.7,1.457,0.532,1.04e+03,379,,,5097.00,78.00,4.55,0.30,,
5809954,1,,137.864,0.000397279,172.816,0.00169005,0.04509,53.07,1.529,0.2635,1966,118.7,20.28,2.252,1.324,193,10.9,,,3977.00,201.00,4.75,0.02,,
5817986,1,,0.584306,6.66739e-06,132.014,0.000584232,0.9186,0.2167,0.7671,0.07429,371.3,30.79,25.55,2.084,0.5493,2.05e+03,446,,,5760.00,114.00,4.53,0.22,,
5818068,1,,14.1267,4.24513e-05,137.905,0.00195522,0.994,0.09572,5.952,0.09203,8829,103.1,106,13.92,6.033,648,0.000649,,,5436.00,,4.59,,,
5818068,2,,14.1268,5.51575e-05,134.43,0.00264454,0.9996,0.1104,6.053,0.09228,5328,151.9,78.38,11.29,6.878,648,0.000843,,,5436.00,,4.59,,,
5818165,1,,2.02365,1.90938e-05,131.782,0.00405033,0.2584,11.56,5.069,1.668,64.17,5.645,11.7,0.8604,0.5511,1.57e+03,316,,,6155.00,108.00,4.41,0.19,,
5865766,3,,2.44924,4.65912e-05,131.672,0.00912724,0.0009117,1.09e+04,6.146,6.213,32.92,9.134,10.13,0.5675,1.271,1.35e+03,0.00857,,,5780.00,,4.44,,,
5866001,1,,1.74455,1.17847e-05,131.716,0.00233298,0.3028,4.578,4.427,0.7554,37.54,3.12,13.46,1.85,0.5339,2.69e+03,274,,,6507.00,94.00,3.72,0.16,,
5866001,2,,2.61624,2.48831e-05,134.098,0.00431037,0.3711,4.659,6.969,1.819,35.58,3.42,11.27,1.81,0.6794,2.35e+03,240,,,6507.00,94.00,3.72,0.16,,
5866001,3,,5.23283,6.87176e-05,132.648,0.00707051,0.008724,345.7,15.44,6.414,39.39,4.112,12.57,1.877,1.056,1.87e+03,190,,,6507.00,94.00,3.72,0.16,,
5792900,3,,5.96244,8.30418e-05,136.078,0.00781355,0.103,48.35,8.208,1.195,15.57,1.834,9.031,1.442,1.291,2.34e+03,259,,,8113.00,199.00,3.68,0.16,,
5794038,1,,0.702998,1.32e-05,131.888,0.0036733,0.8775,0.132,2.049,0.6349,3.028,0.471,8.457,0.8155,0.08854,5.21e+03,514,,,8484.00,200.00,3.62,0.15,,
5794117,1,,3.88251,5.68731e-05,132.867,0.0077023,7.45e-06,303.7,12.58,0.234,33.55,543.6,7.987,1.002,0.06327,1.75e+03,368,,,7094.00,134.00,4.13,0.20,,
5794117,2,,3.8826,5.0096e-05,134.633,0.00671244,0.4189,3.814,10.88,3.151,35.11,3.868,9.962,1.043,0.3445,1.75e+03,368,,,7094.00,134.00,4.13,0.20,,
5810197,1,,0.753856,1.69954e-05,131.943,0.00281866,0.9271,0.4597,1.351,1.214,26.97,6.013,7.022,1.413,0.7176,3.64e+03,643,,,7704.00,188.00,3.98,0.20,,
5810806,1,,1.40995,1.70488e-05,131.984,0.00453135,0.6168,2.66,6.223,8.401,48.51,4.348,11.76,1.921,1.034,2.59e+03,305,,,5979.00,155.00,3.74,0.14,,
5810806,2,,2.82042,4.14972e-05,132.65,0.00717348,0.6216,2.226,4.242,0.5237,44.28,6.002,8.716,1.838,0.8516,2.05e+03,242,,,5979.00,155.00,3.74,0.14,,
5811454,1,,0.534433,1.71541e-05,131.872,0.00233422,0.002739,1830,2.017,2.237,131.1,26.02,6.724,2.635,2.316,4.34e+03,771,,,8243.00,211.00,4.01,0.20,,
5818706,1,,14.9634,0.00013143,140.074,0.00535192,0.006418,357.9,14.93,0.1329,89.61,7.626,14.3,1.472,0.6343,981,175,,,6378.00,62.00,4.15,0.17,,
5818706,2,,14.9634,0.000323941,141.078,0.0180352,0.48,4.438,4.413,0.6724,38.03,6.211,6.472,0.9842,0.5266,981,175,,,6378.00,62.00,4.15,0.17,,
5819013,1,,4.01792,5.5124e-05,131.577,0.00727271,0.003059,1014,16.13,13.03,58.24,5.529,10.89,0.9359,0.5572,1.36e+03,272,,,6315.00,86.00,4.32,0.18,,
5819157,1,,0.665355,1.033e-05,132.001,0.0044388,0.9933,0.01185,0.9287,0.2002,52.38,5.135,10.09,2.509,1.186,3.27e+03,475,,,6373.00,141.00,3.88,0.19,,
5866001,4,,0.951506,1.60077e-05,131.788,0.0040595,0.07749,104.8,2.216,1.573,26.23,5.342,8.464,1.535,2.375,3.3e+03,336,,,6507.00,94.00,3.72,0.16,,
5866098,1,,0.929955,7.61342e-06,132.017,0.00220846,0.7256,0.3192,2.396,0.2786,11.53,0.94,15.37,0.9726,0.0961,3.7e+03,908,,,7857.00,201.00,3.88,0.23,,
5866098,2,,0.930038,1.04041e-05,131.576,0.00325177,0.1478,37.72,2.997,3.022,8.198,0.848,12.55,0.7666,0.7971,3.7e+03,908,,,7857.00,201.00,3.88,0.23,,
5866099,1,,36.9773,0.000132384,133.623,0.00197053,0.9997,0.0753,4.915,0.1153,1422,59.4,63.5,10.12,7.615,631,107,,,5571.00,86.00,4.11,0.16,,
5794197,1,,1.17059,9.61671e-06,131.758,0.00165857,0.1405,18.33,2.504,0.4565,46.61,5.775,10.9,0.9955,0.4444,2.43e+03,574,,,7184.00,129.00,4.27,0.20,,
5794240,1,,2.45524,1.5459e-07,131.537,2.67082e-05,0.5442,0.009863,1.823,0.005587,4.035e+04,48.52,1183,11.02,0.02663,772,43.4,,,4111.00,200.00,4.73,0.02,,
5794379,1,,12.7181,3.89064e-05,137.2,0.00182885,0.4456,3.253,3.101,0.3477,1229,34.57,38.77,2.261,1.27,548,9.97,,,4711.00,63.00,4.64,0.02,,
5794379,2,,36.0658,0.000153488,162.519,0.00266869,0.0004603,5184,4.261,0.6005,1670,292.6,35.28,2.544,1.904,387,7.04,,,4711.00,63.00,4.64,0.02,,
5811454,2,,0.534421,3.86521e-06,131.627,0.000571112,0.004674,360.6,2.564,1.446,623.7,27.54,31.5,5.743,1.702,4.34e+03,771,,,8243.00,211.00,4.01,0.20,,
5812648,1,,4.0429,7.44302e-05,134.218,0.00931709,0.05408,94.15,11.43,7.405,37.89,4.774,9.568,0.9713,0.9197,1.56e+03,248,,,6575.00,116.00,4.16,0.16,,
5812648,2,,4.04283,8.58439e-05,131.544,0.0108042,0.1803,32.88,11.88,10.4,32.7,4.343,9.562,0.9049,1.027,1.56e+03,248,,,6575.00,116.00,4.16,0.16,,
5812701,1,,17.8552,2.57466e-06,146.596,8.5516e-05,0.2556,0.01576,7.436,0.006373,9328,21.4,536.2,13.69,0.0222,911,225,,,6635.00,72.00,4.25,0.22,,
5819178,1,,0.991132,1.5396e-05,132.239,0.00447556,0.6434,2.166,2.158,0.6302,44.77,7.409,7.602,1.535,0.6279,3.12e+03,518,,,7282.00,211.00,3.98,0.19,,
5819178,2,,0.52989,1.90247e-05,131.543,0.00887727,0.9843,0.01669,0.8831,0.2708,49.29,10.01,9.342,2.018,0.3031,3.84e+03,638,,,7282.00,211.00,3.98,0.19,,
5819801,1,,11.8316,0.000185166,138.216,0.00946938,0.2195,28.46,3.4,0.2593,47.87,6.206,8.239,0.9852,1.524,932,113,,,5522.00,88.00,4.08,0.15,,
5819807,1,,2.10233,1.79531e-05,131.808,0.00329127,0.102,32.54,5.864,2.39,67.95,6.263,12.21,2.424,1.622,2.44e+03,231,,,6185.00,142.00,3.67,0.15,,
5866099,2,,36.9762,0.000366302,160.688,0.00541182,0.02455,190.3,7.724,0.9164,271.3,14.91,19.76,2.252,2.444,631,107,,,5571.00,86.00,4.11,0.16,,
5866104,1,,36.977,0.00011098,133.627,0.00276861,0.7477,0.2731,5.537,0.0575,2.723e+05,1480,362.6,68.59,19.71,547,0.000547,,,5780.00,,4.44,,,
5866104,2,,36.9773,0.000624379,160.678,0.0153493,0.7159,0.01266,11.49,0.1161,6.512e+04,803.5,138,27.81,0.2978,547,0.00308,,,5780.00,,4.44,,,
5866555,1,,1.06246,1.30458e-05,132.523,0.004085,0.4066,7.196,2.528,0.8911,84.98,11.15,9.378,2.772,1.733,3.81e+03,486,,,8150.00,171.00,3.83,0.14,,
5794570,1,,5.44832,5.76443e-06,132.49,0.000585591,0.321,2.056,2.205,0.06624,533,9.61,57.31,1.952,0.3252,945,95.3,,,5697.00,60.00,4.56,0.13,,
5794570,2,,1.11613,4.35115e-06,131.847,0.00069746,0.004019,825.6,1.294,0.03754,110.9,6.586,24.5,0.8833,0.6586,1.6e+03,162,,,5697.00,60.00,4.56,0.13,,
5795522,1,,4.30719,5.96771e-05,135.144,0.00730953,0.03593,92.11,14.69,9.036,52.89,7.12,9.001,1.385,0.8266,1.67e+03,288,,,6632.00,137.00,4.03,0.19,,
5796185,1,,42.5586,0,161.569,0,0.1,0,2,0,2.326e+05,0,,36.58,0,452,0,,,5530.00,,4.61,,,
5812960,1,,18.4924,4.19051e-05,136.512,0.00137368,0.2891,4.833,3.507,0.3941,1669,36.79,48.76,3.396,1.339,601,209,,,5290.00,92.00,4.49,0.34,,
5812973,1,,0.717471,1.16147e-05,131.515,0.00132909,0.4095,3.582,1.241,0.1129,53.72,7.781,10.22,0.8823,0.2947,2.41e+03,439,,,6551.00,92.00,4.39,0.17,,
5814013,1,,1.57013,1.85245e-05,132.123,0.00480197,0.8353,2.178,2.303,0.5274,187.7,31.1,8.032,1.065,1.54,1.16e+03,0.00458,,,5103.00,,4.72,,,
5814423,1,,354.79,0.0257379,423.197,0.0327127,0.3606,19.19,17.1,8.071,961.9,127.4,9.28,2.945,4.867,258,59.8,,,6009.00,151.00,4.51,0.22,,
5820381,1,,1.29067,2.689e-05,132.165,0.00528208,0.04697,167.2,2.175,0.7069,40.03,7.663,7.775,2.109,3.221,3.12e+03,349,,,6428.00,150.00,3.61,0.18,,
5820381,2,,1.2905,1.38086e-05,131.654,0.00361464,0.5996,1.511,3.153,0.6535,38.6,4.182,10.52,2.159,0.576,3.12e+03,349,,,6428.00,150.00,3.61,0.18,,
5821056,1,,0.7768,9.03864e-06,131.594,0.00169758,0.02039,135.8,2.984,1.801,300.2,42.82,11.33,1.457,0.7515,1.97e+03,0.00765,,,6393.00,,4.64,,,
5821056,2,,0.776729,6.65225e-06,131.879,0.00399514,0.001826,1982,3.312,3.223,416.8,47.75,12.36,1.717,1.157,1.97e+03,0.00563,,,6393.00,,4.64,,,
5866555,2,,3.24577,6.84899e-05,132.422,0.0110131,0.4064,18.35,4.581,1.003,105.9,15.43,7.385,3.092,4.91,2.63e+03,335,,,8150.00,171.00,3.83,0.14,,
5866724,1,,5.85994,4.21503e-06,132.039,0.000395624,0.2466,2.041,3.989,0.04945,321.2,2.719,129,2.979,0.313,1.37e+03,218,,,6266.00,71.00,4.07,0.17,,
5866724,2,,2.15491,3.41893e-06,133.497,0.000666913,0.1658,5.623,3.028,0.06436,82.76,1.704,54.04,1.507,0.2844,1.91e+03,304,,,6266.00,71.00,4.07,0.17,,
5866724,3,,8.13133,2.68291e-05,137.984,0.00182336,0.004257,408.4,3.858,0.08049,100.1,3.25,34.24,1.652,0.5651,1.23e+03,195,,,6266.00,71.00,4.07,0.17,,
5940273,1,,0.735258,2.561e-05,131.743,0.00304526,0.1,66.13,2,1.484,100.1,30.55,4.216,4.215,4.963,5.05e+03,518,,,8228.00,232.00,3.59,0.16,,
5940273,2,,1.73679,1.4364e-05,131.851,0.00227232,0.001803,2411,3.453,0.5244,370.1,49.89,8.129,8.088,6.208,3.79e+03,389,,,8228.00,232.00,3.59,0.16,,
5940273,3,,1.04196,9.92209e-06,131.542,0.00163406,0.1509,24.97,3.324,1.743,442.7,46.77,10.71,8.865,6.006,4.5e+03,461,,,8228.00,232.00,3.59,0.16,,
5940273,4,,0.96661,1.06429e-05,132,0.00188332,0.1866,25.6,3.167,2.222,553,59.84,11.18,9.919,8.654,4.61e+03,473,,,8228.00,232.00,3.59,0.16,,
5953966,2,,22.2664,0.000879849,152.653,0.0528236,0.2955,26.1,14.72,2.568,106.6,14.66,8.418,1.167,2.02,714,148,,,6033.00,106.00,4.34,0.22,,
5954001,1,,370.965,0.0100248,309.082,0.0124457,0.1185,60.85,13.18,3.271,369.1,40.91,9.677,3.314,5.044,339,38.7,,,5978.00,108.00,4.01,0.16,,
5954001,2,,11.6937,0.00022391,142.652,0.0115227,0.5882,3.241,6.222,0.352,69.76,8.165,8.385,1.504,0.903,1.07e+03,123,,,5978.00,108.00,4.01,0.16,,
5954145,1,,354.304,0.025206,329.073,0.0343547,0.3171,28.55,14.99,3.881,214.1,33.78,6.686,1.097,2.796,212,67.8,,,5323.00,72.00,4.61,0.29,,
5957181,2,,367.904,0.0122038,303.283,0.0151859,0.1728,7.49,18.07,1.742,1635,191.8,9.068,2.141,0.8365,149,3.42,,,4193.00,82.00,4.72,0.01,,
5957181,3,,372.597,0.0101998,301.07,0.0127722,0.2909,5.258,11.98,1.603,1883,208.8,9.984,2.318,1.128,149,3.41,,,4193.00,82.00,4.72,0.01,,
5957181,4,,186.406,0.00964367,309.342,0.0222953,0.902,0.04019,18.14,1.339,1521,161.1,10.32,2.577,0.1988,187,4.3,,,4193.00,82.00,4.72,0.01,,
5957181,5,,371.719,0.0145503,269.15,0.017451,0.7714,0.3176,13.56,1.562,1595,214,8.752,2.392,0.4267,149,3.41,,,4193.00,82.00,4.72,0.01,,
5964350,2,,1.03948,1.54367e-05,132.149,0.00476516,0.09869,96.94,3.566,6.775,16.64,2.124,9.241,0.6919,1.2,2.84e+03,630,,,7564.00,193.00,4.18,0.21,,
5964483,1,,2.19338,3.64448e-05,133.305,0.00736382,0.3162,11.61,7.74,7.127,32.82,3.984,8.858,0.737,0.5373,1.77e+03,271,,,6778.00,103.00,4.35,0.15,,
5964794,1,,0.960401,9.81205e-06,131.846,0.00153045,0.9509,0.1967,1.098,0.1728,42.11,5.53,11.5,1.547,0.4764,3.03e+03,755,,,7370.00,218.00,4.07,0.23,,
5965819,1,,8.23985,6.35413e-05,137.751,0.00448405,0.3487,10.02,5.51,0.4973,267.4,11.84,23.01,1.576,1.315,907,180,,,5945.00,111.00,4.48,0.21,,
5940490,1,,4.87162,5.83059e-05,131.665,0.00596992,0.009409,411.8,11.87,4.104,59.48,6.676,9.031,0.7627,0.6594,1.08e+03,0.00429,,,5780.00,,4.44,,,
5965819,2,,19.5908,0.000255033,144.652,0.00774674,0.1035,72.29,6.703,1.351,296.1,16.72,18.62,1.638,2.597,679,135,,,5945.00,111.00,4.48,0.21,,
5965819,3,,3.54555,3.58637e-05,132.375,0.00532478,0.6033,3.661,4.168,0.2336,121.5,9.656,13.53,1.099,0.7954,1.2e+03,238,,,5945.00,111.00,4.48,0.21,,
5965837,1,,1.53035,1.28042e-05,131.665,0.0017531,0.4955,2.928,4.351,1.267,129.6,9.784,12.44,1.908,0.6487,2.24e+03,590,,,6747.00,55.00,4.15,0.23,,
5954886,1,,364.416,0.0206039,152.175,0.0259762,0.2246,41.24,14.92,4.366,246.8,38.14,6.388,1.66,3.231,276,59.4,,,6156.00,117.00,4.42,0.20,,
5965860,1,,0.589592,1.38242e-05,131.804,0.00394281,0.03728,285.2,2.376,6.662,65.64,11.44,8.068,0.744,1.654,2.14e+03,480,,,5956.00,123.00,4.52,0.22,,
5966154,1,,25.6721,8.1006e-05,140.755,0.0019526,0.004264,376.1,5.436,0.2782,369.9,9.141,51.83,2.225,0.6763,721,162,,,6465.00,82.00,4.39,0.18,,
5966154,2,,151.885,0.00158456,176.411,0.00546345,1.381e-05,1016,11.43,0.1731,321,12.49,26.94,2.073,0.04032,398,89.7,,,6465.00,82.00,4.39,0.18,,
5957181,6,,366.052,0.01591,311.009,0.0221856,0.2398,8.218,16.34,2.336,1302,199.3,7.382,1.919,1.164,150,3.43,,,4193.00,82.00,4.72,0.01,,
5966322,1,,60.9287,0.000125924,173.368,0.00119967,0.4082,1.462,6.34,0.2622,749.5,11.8,64.73,2.462,0.3954,438,92.9,,,5734.00,58.00,4.51,0.23,,
5966660,1,,1.90663,3.28258e-06,131.93,0.000662334,0.1196,8.823,2.241,0.02706,249.1,6.338,57.44,1.883,0.3761,1.76e+03,332,,,6583.00,96.00,4.38,0.17,,
5966810,1,,247.889,0.00435905,133.93,0.0114819,0.289,5.233,18.06,1.684,723.3,39.19,21.16,3.016,0.9497,330,49.4,,,6420.00,94.00,4.42,0.14,,
5967147,1,,307.233,0,260.304,0,0.1,0,2.5,0,1037,0,,4.287,0,337,0,,,6440.00,84.00,4.27,0.15,,
5972334,2,,2.41839,4.06028e-06,132.508,0.000725991,0.4968,2.694,2.018,0.1607,709.1,16.32,50.04,2.394,0.9629,1.27e+03,331,,,5699.00,106.00,4.52,0.24,,
5972334,3,,0.708616,6.39151e-06,131.95,0.00107747,0.67,1.099,1.412,0.1561,201.3,14.55,21.4,1.324,0.3979,1.91e+03,498,,,5699.00,106.00,4.52,0.24,,
5972334,4,,38.6525,0.000460556,164.032,0.00789886,0.1319,65.79,5.432,1.958,580.2,45.08,13.36,2.097,4.171,504,131,,,5699.00,106.00,4.52,0.24,,
5976481,1,,1.06702,2.17678e-05,131.763,0.00643103,0.03349,364.8,3.282,6.323,12.52,2.35,6.359,0.3833,0.9557,1.94e+03,444,,,6049.00,78.00,4.38,0.22,,
5976681,2,,0.585141,5.71454e-06,131.957,0.000809639,0.2386,4.747,1.926,0.3462,457.3,33.37,18.76,5.171,1.162,4.13e+03,827,,,7851.00,191.00,3.95,0.22,,
5976681,3,,0.860268,1.33029e-05,131.969,0.00242684,0.009694,560.3,2.511,1.187,854.4,136,10.62,7.026,7.052,3.63e+03,727,,,7851.00,191.00,3.95,0.22,,
5977470,1,,140.252,0.00315902,175.134,0.0133934,0.5625,5.361,6.759,1.564,548.8,68.62,8.682,1.589,2.1,252,4.95,,,4777.00,68.00,4.63,0.02,,
5977541,1,,1.14077,1.19532e-05,132.561,0.00275395,0.2525,11.11,3.138,1.234,28.51,3.112,10.35,0.5324,0.3601,1.74e+03,0.00609,,,5780.00,,4.44,,,
5977736,2,,1.57927,1.0583e-05,131.995,0.00550698,0.01367,203.4,2.985,0.3498,297.8,27.57,16.9,5.052,2.56,3.24e+03,452,,,7888.00,196.00,3.82,0.18,,
5977736,3,,1.57921,1.04696e-05,132.808,0.00671778,0.0153,255.8,4.824,2.35,285.8,25.72,15.57,4.947,3.54,3.24e+03,452,,,7888.00,196.00,3.82,0.18,,
5977736,4,,0.789528,4.54169e-05,131.899,0.0069752,0.001843,3552,2.524,2.44,177.1,91.32,8.103,3.897,4.75,4.08e+03,570,,,7888.00,196.00,3.82,0.18,,
5977984,1,,0.599259,1.0538e-05,131.87,0.00121707,0.5028,2.692,1.363,0.1943,297.7,35.74,12.32,5.139,1.787,4.17e+03,638,,,7299.00,246.00,3.79,0.19,,
5972334,1,,15.3588,4.14466e-06,132.385,0.000155166,0.577,0.01396,4.2,0.01575,1.604e+04,32.66,546,11.54,0.03719,686,179,,,5699.00,106.00,4.52,0.24,,
5978154,1,,0.977554,1.16887e-05,132.229,0.00275012,0.3349,5.613,2.88,0.9615,32.76,4.13,9.812,2.018,0.7756,3.59e+03,487,,,6737.00,150.00,3.63,0.18,,
5978170,1,,5.68884,5.77347e-05,131.665,0.00563261,0.06181,70.17,2.475,0.1925,249.9,30.3,10.15,0.8353,1.064,600,11.7,,,4198.00,70.00,4.72,0.01,,
5978295,1,,0.615659,1.47152e-05,132.072,0.0040817,0.9257,1.113,1.494,6.014,36.64,6.924,8.756,0.7413,1.037,2.14e+03,0.0171,,,5780.00,,4.44,,,
5976681,1,,0.585146,6.21917e-06,131.66,0.000738654,0.2826,3.484,1.904,0.3057,439.7,34.82,17.84,5.082,1.028,4.13e+03,827,,,7851.00,191.00,3.95,0.22,,
5978361,1,,9.17859,2.20121e-05,136.372,0.00136422,0.6482,1.423,2.209,0.2859,840.5,21.47,40.14,2.448,0.9328,756,163,,,5505.00,85.00,4.58,0.23,,
5978404,1,,0.641447,1.354e-05,131.531,0.00270816,0.08625,67.44,2.03,1.982,13.99,2.602,7.721,0.7268,0.7267,3.39e+03,666,,,7202.00,155.00,4.06,0.20,,
5978404,2,,0.641463,9.40216e-06,131.778,0.00179034,0.2678,7.701,1.997,0.7551,21.43,2.487,12.9,0.9048,0.3434,3.39e+03,666,,,7202.00,155.00,4.06,0.20,,
5977736,1,,0.789581,6.72783e-06,132.248,0.00171526,0.02684,109.4,3.085,2.155,136.6,12.55,15.79,3.422,1.843,4.08e+03,570,,,7888.00,196.00,3.82,0.18,,
5978559,2,,36.2568,0.000390919,142.023,0.00656028,0.2939,20.92,2.186,0.4849,289,36.28,8.33,1.812,2.38,602,99.9,,,6288.00,91.00,4.45,0.15,,
5978682,1,,0.69222,1.72961e-05,131.677,0.00468681,0.3346,11.12,3.288,5.852,21.38,3.736,8.004,0.5459,0.4252,2.42e+03,254,,,6516.00,57.00,4.39,0.09,,
5978913,1,,0.792477,1.03016e-05,132.292,0.00189455,0.0003108,8833,3.226,2.375,72.04,214.4,10.41,1.209,0.606,2.59e+03,527,,,6645.00,147.00,4.24,0.18,,
5977984,2,,0.794929,1.18243e-05,131.841,0.00249601,0.2805,12.13,2.412,1.243,247.1,33.02,8.961,4.577,3.201,3.8e+03,580,,,7299.00,246.00,3.79,0.19,,
5979800,1,,0.743372,6.02478e-06,132.201,0.00104964,0.7751,0.3745,1.44,0.1498,44.41,3.229,20.81,1.689,0.3136,2.69e+03,187,,,5192.00,72.00,3.76,0.08,,
5979866,1,,0.630091,3.21557e-05,131.784,0.00724506,0.05175,567,1.511,3.57,117.3,44.26,4.145,1.076,7.115,2.13e+03,0.0362,,,5780.00,,4.44,,,
5979866,2,,0.617743,1.38267e-05,131.957,0.00589363,0.4492,21.91,4.427,56.22,343.5,38.26,12.34,1.881,5.314,2.14e+03,0.016,,,5780.00,,4.44,,,
5978295,2,,0.542272,1.39517e-05,131.913,0.00333399,0.7571,1.619,1.519,1.214,58.95,10.69,9.311,0.8387,0.5337,2.23e+03,0.0192,,,5780.00,,4.44,,,
5980061,1,,0.630545,1.55224e-05,131.987,0.00187003,0.8688,0.7394,0.977,0.2281,114.6,21.04,9.812,1.078,0.6446,1.9e+03,619,,,5409.00,117.00,4.49,0.31,,
5980208,1,,0.789176,6.9875e-06,132.285,0.00104743,0.9983,0.1571,1.072,0.4946,207.1,22.33,18.44,1.687,6.187,1.18e+03,21.5,,,4247.00,65.00,4.72,0.01,,
5980354,1,,1.57305,9.99816e-06,132.297,0.00182165,0.001459,1629,4.512,1.419,30.85,2.69,13.34,1.199,0.5274,2.47e+03,360,,,6629.00,83.00,3.94,0.18,,
5978559,1,,95.6083,0.00147471,138.366,0.00826043,0.2615,26.78,7.394,2.202,469.1,35.98,15.14,2.301,3.362,436,72.3,,,6288.00,91.00,4.45,0.15,,
5983351,2,,0.642379,1.59825e-05,131.689,0.000543396,0.9785,0.4306,1.558,0.1297,1.541e+04,2588,28.14,20.92,31.95,2.11e+03,0.0175,,,5780.00,,4.44,,,
5983532,1,,441.889,0.00533279,251.768,0.00630716,0.03072,230.4,3.338,1.28,1566,187.1,11.64,2.245,5.222,154,2.75,,,4460.00,63.00,4.69,0.01,,
5984615,1,,2.12517,1.58461e-05,133.296,0.0029868,0.3578,5,7.326,3.174,106.2,11.17,10.41,1.035,0.4781,1.42e+03,0.00352,,,5780.00,,4.44,,,
5978913,2,,0.780676,1.14628e-05,132.063,0.00242303,0.01369,258.3,3.176,2.992,87.68,13.27,9,1.333,0.8648,2.6e+03,529,,,6645.00,147.00,4.24,0.18,,
5988387,2,,2.02674,5.05329e-05,131.507,0.00904094,0.3178,4.834,4.594,0.757,5.018,0.8238,6.613,0.6132,0.1917,2.96e+03,471,,,8135.00,200.00,3.88,0.19,,
5988566,1,,0.865485,7.9725e-06,132.052,0.00151238,0.5818,0.9153,1.521,0.09756,22.82,2.18,14.3,1.548,0.2496,3.39e+03,431,,,6258.00,117.00,3.64,0.20,,
5988566,2,,0.86548,8.79638e-06,131.622,0.00188904,0.6618,0.6737,1.561,0.1252,18.5,2.041,11.69,1.416,0.2263,3.39e+03,431,,,6258.00,117.00,3.64,0.20,,
5979866,3,,72.588,0.00519145,144.591,0.0395665,0.9661,5.763,1.421,6.741,3257,2379,8.946,8.701,335.6,437,0.0104,,,5780.00,,4.44,,,
5980783,1,,37.3039,0.000637181,133.293,0.0118026,0.7636,0.7448,7.118,1.055,639.6,40.2,16.14,2.438,0.7892,481,0.00274,,,5427.00,,4.55,,,
5980800,1,,0.828314,2.81331e-05,131.77,0.000558479,0.9785,0.1519,0.7758,0.0962,525.9,155.9,23.88,4.36,8.659,1.88e+03,0.0212,,,5193.00,,4.31,,,
5980800,2,,0.828333,0,132.166,0,0.1,0,1.5,0,1876,0,,4.936,0,1.88e+03,0,,,5193.00,,4.31,,,
5980555,1,,1.61014,1.35379e-05,132.994,0.00196387,0.3377,6.853,4.927,1.833,258.4,31.83,8.625,2.211,0.997,2.09e+03,307,,,7089.00,128.00,4.33,0.14,,
5984615,2,,2.12513,1.62939e-05,132.549,0.00306205,0.007702,437.5,6.193,2.716,101.5,10.03,11.11,0.9967,0.7571,1.42e+03,0.00362,,,5780.00,,4.44,,,
5984615,3,,2.12516,1.36856e-05,131.889,0.00256276,0.05899,47.75,7.218,3.633,129.5,8.916,16.41,1.126,0.717,1.42e+03,0.00304,,,5780.00,,4.44,,,
5985398,1,,390.03,0.0161039,245.948,0.0201821,0.3988,11.04,12.37,1.293,88.05,21.17,4.651,0.9757,1.057,261,65.1,,,5989.00,59.00,4.42,0.23,,
5989921,1,,0.598111,2.49918e-05,131.674,0.00670594,0.07696,224.1,1.815,4.751,23.42,7.951,3.906,0.9525,3.087,3.25e+03,436,,,6580.00,141.00,4.01,0.16,,
5989921,2,,0.597747,1.62451e-05,131.701,0.0018371,0.1496,40.64,1.239,0.4857,61.27,12.51,11.34,1.547,1.806,3.25e+03,436,,,6580.00,141.00,4.01,0.16,,
5990753,1,,7.21647,1.63906e-05,133.885,0.0012622,0.06148,24.41,2.049,0.06629,279.2,15.01,19.77,33.92,14.08,2.99e+03,111,,,5015.00,95.00,2.38,0.05,,
5990753,2,,7.21648,1.96295e-05,137.981,0.00150352,0.4021,2.751,1.846,0.0594,243.1,14.93,17.54,32.44,11.78,2.99e+03,111,,,5015.00,95.00,2.38,0.05,,
5981039,1,,0.612737,2.19772e-05,131.984,0.00492894,0.1,207.2,1.5,2.704,95.05,25.79,5.792,0.9692,4.553,2.15e+03,0.0257,,,5780.00,,4.44,,,
