star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,decstr,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc
HIP 92270,HIP 92270,HD 174160,,2MASS J18481639+2330532,1,0,0,0,0,0,0,18h48m16.39s,+23d30m53.2s,28.75,0.29,-0.28,6.180,0.020,VT,0.490,0.020,G,F8V,2.390,0.050,V-K
HIP 92283,HIP 92283,HD 174080,GJ 727,2MASS J18482922+1044438,1,0,0,0,0,0,0,18h48m29.15s,+10d44m47.4s,16.86,0.17,-0.17,7.910,0.010,Koen,1.090,0.010,Koen,K0,0.240,0.050,V-K
HIP 92311,HIP 92311,HD 229590,GJ 728,2MASS J18485190+1726204,1,0,0,0,0,0,0,18h48m52.12s,+17d26m23.9s,17.00,0.35,-0.33,9.160,0.010,Koen,1.310,0.010,Koen,M0,0.110,0.070,V-K
HIP 92403,HIP 92403,,GJ 729,2MASS J18494929-2350101,1,0,0,0,0,0,0,18h49m48.96s,-23d50m08.8s,2.97,,,10.500,0.010,Koen,1.740,0.010,Koen,M3.5 V,0.000,0.360,V-K
HIP 92417,HIP 92417,,GJ 730,2MASS J18500082+0305173,1,0,0,0,0,0,0,18h50m00.94s,+03d05m20.8s,21.24,1.12,-1.01,10.740,0.010,Koen,1.470,0.010,Koen,M2,0.070,0.140,V-K
HIP 92444,HIP 92444,,,2MASS J18502117-2655250,1,0,0,0,0,0,0,18h50m21.25s,-26d55m24.9s,16.93,0.52,-0.49,9.680,0.010,Koen,1.400,0.010,Koen,Kp,0.080,0.140,V-K
HIP 92451,HIP 92451,,GJ 4079,2MASS J18502667-6203038,1,0,0,0,0,0,0,18h50m26.53s,-62d03m04.2s,16.19,0.50,-0.47,10.700,0.010,Koen,1.480,0.010,Koen,M3,0.040,0.120,V-K
HIP 92549,HIP 92549,HD 175225,GJ 732.1,2MASS J18513497+5258300,1,0,0,0,0,0,0,18h51m35.00s,+52d58m28.3s,25.67,,,5.520,0.020,VT,0.840,0.020,BVT-Red,G9IVa,4.190,0.100,B-V
HIP 92569,HIP 92569,HD 174719,,2MASS J18514842+0301516,1,0,0,0,0,0,0,18h51m48.43s,+03d01m52.9s,28.42,0.58,-0.56,7.510,0.020,VT,0.680,0.020,BVT-Red,G5/6V,0.740,0.060,V-K
HIP 92573,HIP 92573,HD 229793,GJ 731,2MASS J18515118+1634599,1,0,0,0,0,0,0,18h51m51.32s,+16d35m04.0s,15.48,0.48,-0.45,10.160,0.000,G,1.450,0.010,G,M2,0.060,0.110,V-K
HIP 92656,HIP 92656,,GJ 4082,2MASS J18525234-5707374,1,0,0,0,0,0,0,18h52m52.60s,-57d07m30.6s,25.91,3.20,-2.57,12.110,0.010,G,1.480,0.020,G,M2,0.040,0.270,V-K
HIP 92858,HIP 92858,HD 175073,GJ 4087,2MASS J18551879-3729538,1,0,0,0,0,0,0,18h55m18.70s,-37d29m50.9s,24.21,0.49,-0.47,7.980,0.000,G,0.860,0.000,G,K1V,0.400,0.060,V-K
HIP 92871,HIP 92871,,GJ 735,2MASS J18552740+0824090,1,0,0,0,0,0,0,18h55m27.36s,+08d24m09.6s,11.77,0.24,-0.23,10.190,0.010,Koen,1.540,0.010,Koen,M2Ve,0.070,0.110,V-K
HIP 92919,HIP 92919,HD 175742,GJ 9638,2MASS J18555320+2333244,1,0,0,0,0,0,0,18h55m53.14s,+23d33m26.4s,21.39,0.44,-0.42,8.190,0.020,VT,0.910,0.010,G,K0V,0.310,0.070,V-K
HIP 92984,HIP 92984,HD 175726,,2MASS J18563716+0415545,1,0,0,0,0,0,0,18h56m37.17s,+04d15m55.2s,26.50,0.27,-0.26,6.710,0.020,VT,0.570,0.020,BVT-Red,G1V,1.280,0.050,V-K
HD 176051,HIP 93017 A,HD 176051,GJ 738 A,2MASS J18570156+3254050 A,1,0,1,0,0,0,0,18h57m01.47s,+32d54m05.8s,14.87,0.15,-0.15,5.280,0.020,VT,0.550,0.020,BVT-Red,G0V,1.500,0.100,B-V
HIP 93069 A,HIP 93069 A,HD 175224 A,GJ 737 A,2MASS J18573057-5559302 A,1,0,0,0,0,0,0,18h57m30.60s,-55d59m26.9s,12.29,0.25,-0.24,8.860,0.000,G,1.430,0.000,G,M2V,0.120,0.100,V-K
HIP 93072 A,HIP 93072 A,,,2MASS J18573264-1902462 A,1,0,0,0,0,0,0,18h57m32.59s,-19d02m47.9s,23.82,1.79,-1.56,10.670,0.000,G,1.440,0.000,G,,0.080,0.160,V-K
GJ 740,HIP 93101,HD 176029,GJ 740,2MASS J18580014+0554296,1,0,0,0,0,0,1,18h58m00.25s,+05d54m39.9s,10.91,0.22,-0.21,9.220,0.000,G,1.440,0.010,G,M2V,0.070,0.100,V-K
HIP 93185,HIP 93185,HD 176377,GJ 9639,2MASS J18585101+3010498,1,0,0,0,0,0,0,18h58m50.97s,+30d10m48.6s,23.84,0.24,-0.24,6.800,0.020,VT,0.600,0.020,BVT-Red,G0,0.970,0.110,B-V
HIP 93206,HIP 93206,,GJ 739,2MASS J18590745-4816279,1,0,0,0,0,0,0,18h59m07.33s,-48d16m23.8s,14.09,0.59,-0.54,11.140,0.010,Koen,1.470,0.010,Koen,M4,0.030,0.130,V-K
HIP 93248,HIP 93248,,GJ 4092,2MASS J18593860+0759140,1,0,0,0,0,0,0,18h59m38.39s,+07d59m15.7s,25.97,1.66,-1.47,10.860,0.010,G,1.370,0.020,G,M2,0.080,0.150,V-K
HIP 93449,HIP 93449,,,2MASS J19015367-3657081,1,0,0,0,0,0,0,19h01m53.68s,-36d57m08.1s,24.43,51.91,-9.89,11.920,0.010,Koen,0.730,0.010,Koen,A5IIevar,0.010,2.510,B-V
HIP 93506 A,HIP 93506 A,HD 176687 A,,2MASS J19023670-2952484 A,1,1,0,0,0,0,0,19h02m36.72s,-29d52m48.4s,27.04,0.55,-0.53,2.600,0.010,G,0.060,0.020,G,A3IV,58.040,0.120,V-K
HIP 93509,HIP 93509,HD 177082,,2MASS J19023802+1434011,1,0,0,0,0,0,0,19h02m37.96s,+14d34m01.2s,27.17,1.43,-1.29,6.870,0.020,VT,0.630,0.020,BVT-Red,G2V,1.200,0.130,V-K
HD 176986,HIP 93540,HD 176986,,2MASS J19030587-1102379,1,0,0,0,0,0,2,19h03m05.95s,-11d02m36.1s,26.41,0.82,-0.77,8.420,0.010,G,0.940,0.020,G,K1/2V,0.330,0.070,V-K
HIP 93747,HIP 93747,HD 177724,GJ 4095 A,2MASS J19052461+1351486,1,1,0,0,0,0,0,19h05m24.61s,+13d51m49.4s,25.46,,,2.990,0.000,G,0.010,0.000,G,A0Vn,40.340,0.050,V-K
HIP 93825 A,HIP 93825 A,HD 177474,GJ 743.1 A,2MASS J19062517-3703485 A,1,1,0,0,0,0,0,19h06m25.04s,-37d03m45.9s,17.30,0.17,-0.17,4.230,0.010,G,0.520,0.010,G,F8/G0V,5.300,0.060,V-K
HD 177565,HIP 93858,HD 177565,GJ 744,2MASS J19065247-3748380,1,0,0,0,0,0,1,19h06m52.60s,-37d48m35.2s,16.95,0.17,-0.17,6.150,0.010,G,0.710,0.010,G,G8V,0.940,0.100,B-V
HIP 93871,HIP 93871,HD 178126,,2MASS J19070204+0736576,1,0,0,0,0,0,0,19h07m02.23s,+07d37m03.8s,24.78,1.03,-0.95,9.220,0.010,Koen,1.080,0.010,Koen,K5V,0.190,0.100,V-K
HIP 93873,HIP 93873,,GJ 745 A,2MASS J19070556+2053168,1,0,0,0,0,0,0,19h07m05.86s,+20d53m20.0s,8.51,0.17,-0.17,10.770,0.010,Koen,1.620,0.010,Koen,M2,0.010,0.110,V-K
HIP 93899,HIP 93899,,GJ 745 B,2MASS J19071320+2052372,1,0,0,0,0,0,0,19h07m13.50s,+20d52m40.2s,8.75,0.18,-0.17,10.770,0.010,Koen,1.610,0.010,Koen,M2,0.010,0.110,V-K
HIP 93926,HIP 93926,HD 178450,,2MASS J19073237+3015160,1,0,0,0,0,0,0,19h07m32.31s,+30d15m15.3s,27.96,0.57,-0.55,7.780,0.020,VT,0.780,0.020,BVT-Red,G8VSB,0.630,0.060,V-K
HIP 93966,HIP 93966,HD 178428,GJ 746,2MASS J19075730+1651130,1,0,0,0,0,0,0,19h07m57.28s,+16d51m14.9s,21.43,0.22,-0.21,6.070,0.020,VT,0.700,0.020,BVT-Red,G5V,1.580,0.050,V-K
HIP 94020 A,HIP 94020 A,HD 178076,GJ 4097,2MASS J19083172-3058215,1,0,0,0,0,0,0,19h08m31.70s,-30d58m21.0s,28.77,0.89,-0.84,7.920,0.020,VT,0.730,0.020,BVT-Red,K0V,0.550,0.100,V-K
HIP 94056 A,HIP 94056 A,,GJ 747.2,2MASS J19085395+3403440 A,1,0,0,0,0,0,0,19h08m53.99s,+34d03m43.6s,29.99,0.93,-0.87,9.480,0.060,VT,1.240,0.010,G,K8,0.260,0.150,V-K
HIP 94083,HIP 94083,HD 180777,GJ 748.1,2MASS J19090990+7633380,1,0,0,0,0,0,0,19h09m09.75s,+76d33m38.9s,27.30,0.28,-0.27,5.110,0.020,VT,0.310,0.010,G,A9V,5.570,0.040,V-K
HIP 94223 B,HIP 94223 B,,,,1,0,0,0,0,0,0,19h10m52.62s,-48d04m41.1s,8.92,6.73,-2.68,10.940,0.120,VT,0.610,0.120,BVT-Red,,0.000,1.330,V-K
HIP 94225,HIP 94225,HD 178445,GJ 747.3,2MASS J19105227-4709305,1,0,0,0,0,0,0,19h10m52.32s,-47d09m25.5s,20.58,0.64,-0.60,9.360,0.000,G,1.320,0.010,G,K5/M0V,0.150,0.080,V-K
HIP 94336 A,HIP 94336 A,HD 179958,GJ 9648 A,2MASS J19120500+4951207,1,0,0,0,0,0,0,19h12m05.22s,+49d51m15.3s,24.45,0.25,-0.24,5.850,0.000,G,0.670,0.010,G,G4V+...,2.500,0.110,B-V
HIP 94346,HIP 94346,HD 180161,GJ 9648 A,2MASS J19121135+5740192,1,0,0,0,0,0,0,19h12m11.12s,+57d40m15.6s,20.02,0.20,-0.20,7.040,0.010,G,0.800,0.010,G,G8V,0.600,0.030,V-K
HIP 94349,HIP 94349,,GJ 748,2MASS J19121455+0253111,1,0,0,0,0,0,0,19h12m13.55s,+02d53m15.6s,10.22,0.32,-0.30,11.140,0.010,Koen,1.520,0.010,Koen,M4,0.020,0.120,V-K
HIP 94368,HIP 94368,,GJ 747.4,2MASS J19122525-5552076,1,0,0,0,0,0,0,19h12m25.55s,-55d52m06.1s,21.74,1.64,-1.42,11.320,0.010,Koen,1.440,0.010,Koen,M2,0.040,0.200,V-K
HIP 94376,HIP 94376,HD 180711,,2MASS J19123328+6739415,1,1,0,0,0,0,0,19h12m33.15s,+67d39m40.7s,29.87,,,3.050,0.020,VT-G,1.000,0.020,BVT-G-Red,G9III,59.590,0.060,V-K
HIP 94557,HIP 94557,,GJ 9652 A,2MASS J19143925+1919025,1,0,0,0,0,0,0,19h14m39.54s,+19d18m59.9s,19.08,1.22,-1.08,11.540,0.010,Koen,1.430,0.010,Koen,M:,0.050,0.290,V-K
HIP 94595,HIP 94595,,,2MASS J19150146-3224596,1,0,0,0,0,0,0,19h15m01.24s,-32d24m59.0s,29.13,2.88,-2.41,11.280,0.010,G,1.420,0.020,G,M0.5Vk,0.070,0.220,V-K
HIP 94622 A,HIP 94622 A,HD 338030 A,GJ 751,2MASS J19151880+2453489 A,1,0,0,0,0,0,0,19h15m18.69s,+24d53m47.5s,27.60,1.15,-1.06,9.780,0.050,VT,1.300,0.000,G,M0,0.180,0.180,B-V
HD 179949,HIP 94645,HD 179949,GJ 749,2MASS J19153322-2410455,1,0,0,0,0,1,1,19h15m33.15s,-24d10m44.8s,27.55,0.56,-0.54,6.250,0.010,G,0.550,0.010,G,F8V,2.100,0.050,V-K
HIP 94650,HIP 94650,HD 180263,,2MASS J19153503+1133170,1,0,0,0,0,0,0,19h15m34.94s,+11d33m18.5s,26.27,0.54,-0.52,8.050,0.020,VT,0.920,0.020,BVT-Red,K0,0.440,0.080,V-K
HIP 94701,HIP 94701,,,2MASS J19161179+4705132,1,0,0,0,0,0,0,19h16m11.89s,+47d05m14.7s,27.42,1.14,-1.05,10.490,0.460,VT,1.600,0.200,G,K7,0.330,0.560,B-V
HIP 94739 A,HIP 94739 A,HD 179930 A,GJ 750 A,2MASS J19164290-4553213 A,1,0,0,0,0,0,0,19h16m42.74s,-45d53m18.0s,16.10,0.50,-0.47,9.360,0.010,Koen,1.460,0.010,Koen,K5/M0V,0.130,0.120,V-K
HIP 94757,HIP 94757,HD 180409,,2MASS J19165220-1058184,1,0,0,0,0,0,0,19h16m52.12s,-10d58m18.5s,29.58,0.60,-0.58,6.920,0.020,VT,0.570,0.020,BVT-Red,G2V,1.310,0.060,V-K
HD 180617,HIP 94761,HD 180617,GJ 752 A,2MASS J19165526+0510086,1,0,0,0,0,0,1,19h16m55.60s,+05d10m19.7s,5.85,0.06,-0.06,9.120,0.000,G,1.460,0.010,G,M2.5V,0.030,0.090,V-K
HIP 94981,HIP 94981,HD 181655,GJ 754.2,2MASS J19193897+3719500,1,0,0,0,0,0,0,19h19m39.04s,+37d19m51.5s,25.39,0.26,-0.25,6.280,0.020,VT,0.680,0.000,G,G8V,1.820,0.040,V-K
HIP 95071,HIP 95071,,GJ 754.1 A,2MASS J19203492-0739597,1,0,0,0,0,0,0,19h20m34.96s,-07d39m58.6s,10.95,0.46,-0.42,12.290,0.010,Koen,0.060,0.010,Koen,DAw...,0.000,0.120,V-K
HIP 95149,HIP 95149,HD 181321,GJ 755,2MASS J19212974-3459002,1,0,0,0,0,0,0,19h21m29.70s,-34d58m59.6s,18.83,0.58,-0.55,6.480,0.000,G,0.630,0.000,G,G1/2V,0.820,0.060,V-K
HIP 95187,HIP 95187,,GJ 756,2MASS J19215134+2839578,1,0,0,0,0,0,0,19h21m50.86s,+28d39m56.0s,22.42,1.95,-1.66,11.520,0.010,G,1.420,0.020,G,M1,0.040,0.210,V-K
HIP 95223,HIP 95223,,,2MASS J19222194+3353061,1,0,0,0,0,0,0,19h22m21.85s,+33d52m59.7s,29.65,1.24,-1.14,9.930,0.080,VT,1.250,0.080,BVT-G-Red,K6,0.160,0.180,V-K
HIP 95299 A,HIP 95299 A,HD 182085,,2MASS J19231647-0635069 A,1,0,0,0,0,0,0,19h23m16.57s,-06d35m05.5s,28.80,1.52,-1.37,9.730,0.060,VT,1.090,0.000,G,K5V,0.170,0.170,V-K
HIP 95319,HIP 95319,HD 182488,GJ 758,2MASS J19233402+3313190,1,0,0,0,0,0,0,19h23m33.96s,+33d13m17.7s,15.76,0.16,-0.16,6.370,0.000,G,0.800,0.010,G,G8V,0.700,0.100,B-V
HIP 95326,HIP 95326,,,2MASS J19233893-3911209,1,0,0,0,0,0,0,19h23m38.93s,-39d11m21.0s,29.10,64.77,-11.88,11.940,,Hp-VI-red,,,,K2.5V,0.020,,V-K
HIP 95417,HIP 95417,,GJ 757,2MASS J19243426-2203429,1,0,0,0,0,0,0,19h24m34.38s,-22d03m39.9s,29.32,1.87,-1.66,10.910,0.010,G,1.390,0.020,G,K4,0.080,0.150,V-K
HIP 95447,HIP 95447,HD 182572,GJ 759,2MASS J19245822+1156401,1,0,1,0,0,1,0,19h24m57.77s,+11d56m34.3s,15.18,,,5.160,0.020,VT,0.760,0.020,BVT-G-Red,G8IVvar,1.840,0.060,V-K
HD 181433,HIP 95467,HD 181433,GJ 756.1,2MASS J19250951-6628075,1,0,1,0,0,1,3,19h25m09.90s,-66d28m09.7s,26.76,0.83,-0.78,8.390,0.020,VT-G,1.030,0.020,BVT-G-Red,K2IV/V,0.360,0.100,V-K
HIP 95492,HIP 95492,HD 182807,,2MASS J19252577+2454468,1,0,0,0,0,0,0,19h25m25.87s,+24d54m51.5s,27.39,0.28,-0.27,6.190,0.020,VT,0.500,0.020,BVT-Red,F7V,2.190,0.050,V-K
HIP 95501,HIP 95501,HD 182640,GJ 760,2MASS J19252990+0306532,1,1,1,0,0,0,0,19h25m29.75s,+03d06m52.5s,15.53,0.32,-0.30,3.360,0.000,G,0.320,0.000,G,F2IV,9.010,0.060,V-K
HIP 95575,HIP 95575,HD 183255,GJ 760,2MASS J19262590+4927539,1,0,0,0,0,0,0,19h26m25.57s,+49d27m48.9s,25.01,0.51,-0.49,8.040,0.020,VT,0.930,0.010,G,K3V,0.470,0.070,V-K
HIP 95730 A,HIP 95730 A,HD 231512,GJ 761 A,2MASS J19281540+1232097 A,1,0,0,0,0,0,0,19h28m15.43s,+12d32m09.6s,28.02,1.17,-1.08,9.170,0.010,G,1.080,0.020,G,K2,0.250,0.110,V-K
HIP 95995 A,HIP 95995 A,HD 184467,GJ 762.1,2MASS J19310792+5835094 A,1,0,0,0,0,0,0,19h31m08.54s,+58d35m13.1s,16.96,0.17,-0.17,6.600,0.000,G,0.860,0.000,G,K1V,0.690,0.100,B-V
HIP 96085,HIP 96085,HD 183870,GJ 1240,2MASS J19320669-1116298,1,0,0,0,0,0,0,19h32m06.56s,-11d16m29.9s,17.63,0.18,-0.17,7.530,0.020,VT,0.920,0.000,G,K2V,0.330,0.060,V-K
HIP 96100,HIP 96100,HD 185144,GJ 764,2MASS J19322153+6939413,1,1,1,1,1,1,0,19h32m20.59s,+69d39m55.4s,5.75,0.06,-0.06,4.670,0.020,VT,0.790,0.010,G,G9.0V,0.440,0.060,V-K
HIP 96113,HIP 96113,HD 183783,GJ 1239,2MASS J19323029-3527065,1,0,0,0,0,0,0,19h32m30.48s,-35d27m07.6s,21.01,0.43,-0.41,8.650,0.010,Koen,1.100,0.010,Koen,K3/4V,0.200,0.070,V-K
HIP 96121,HIP 96121,,GJ 761.2,2MASS J19323790+0034390,1,0,0,0,0,0,0,19h32m37.79s,+00d34m38.8s,22.46,0.94,-0.86,10.410,0.010,Koen,1.440,0.010,Koen,M1,0.080,0.100,V-K
HIP 96124,HIP 96124,HD 183877,,2MASS J19324033-2801108,1,0,0,0,0,0,0,19h32m40.28s,-28d01m04.8s,27.23,0.84,-0.79,7.130,0.020,VT,0.680,0.010,G,K0+F/G,0.960,0.080,V-K
HIP 96183,HIP 96183,HD 184385,GJ 762.2,2MASS J19332555+2150256,1,0,0,0,0,0,0,19h33m25.57s,+21d50m27.0s,20.56,0.21,-0.20,6.860,0.010,Koen,0.740,0.010,Koen,G5V,0.710,0.050,V-K
HIP 96258,HIP 96258,HD 184960,GJ 4116,2MASS J19341977+5114121,1,0,0,0,0,0,0,19h34m19.76s,+51d14m13.5s,25.11,0.25,-0.25,5.710,0.020,VT,0.480,0.010,G,F7V,2.820,0.040,V-K
HIP 96285,HIP 96285,HD 184489,GJ 763,2MASS J19343982+0434572,1,0,0,0,0,0,0,19h34m39.53s,+04d34m54.3s,14.43,0.29,-0.28,9.330,0.010,Koen,1.380,0.010,Koen,K5/M0V,0.080,0.060,V-K
HIP 96339,HIP 96339,,GJ 4114 A,2MASS J19350628+0827389,1,0,0,0,0,0,0,19h35m06.32s,+08d27m39.1s,27.46,4.10,-3.16,10.380,0.010,G,1.460,0.020,G,,0.160,0.320,B-V
HIP 96395,HIP 96395,HD 185414,,2MASS J19355560+5659022,1,0,0,0,0,0,0,19h35m55.61s,+56d59m03.8s,24.11,0.24,-0.24,6.730,0.020,VT,0.620,0.020,BVT-Red,G0,1.060,0.050,V-K
HIP 96441,HIP 96441,HD 185395,GJ 765 A,2MASS J19362654+5013155 A,1,1,0,0,1,1,0,19h36m26.54s,+50d13m13.7s,18.34,,,4.490,0.010,G,0.400,0.020,G,F4V,4.510,0.050,V-K
HIP 96471 A,HIP 96471 A,HD 184860,GJ 764.1 A,2MASS J19364565-1026362,1,0,0,0,0,1,0,19h36m45.81s,-10d26m34.0s,27.89,1.16,-1.07,8.380,0.010,G,1.010,0.010,G,K2V,0.360,0.100,V-K
HIP 96656 A,HIP 96656 A,HD 186922 A,GJ 765.2,2MASS J19390630+7625191 A,1,0,0,0,0,0,0,19h39m05.98s,+76d25m18.0s,29.70,0.61,-0.58,8.060,0.020,VT,0.880,0.010,G,K0,0.560,0.060,V-K
HIP 96702,HIP 96702,,GJ 4120,2MASS J19393289+7152191,1,0,0,0,0,0,0,19h39m33.22s,+71d52m23.0s,22.25,0.69,-0.65,10.940,0.010,G,1.480,0.020,G,M:,0.050,0.080,V-K
HIP 96710,HIP 96710,,,2MASS J19393612-2645064,1,0,0,0,0,0,0,19h39m35.93s,-26d45m04.8s,23.22,0.97,-0.89,10.480,0.010,Koen,1.410,0.010,Koen,,0.100,0.140,V-K
HIP 96895,HIP 96895,HD 186408,GJ 765.1 A,2MASS J19414896+5031305,1,0,1,0,0,1,0,19h41m49.09s,+50d31m31.6s,21.08,0.21,-0.21,5.920,0.020,VT,0.640,0.010,G,G2V,1.700,0.040,V-K
16 Cyg B,HIP 96901,HD 186427,GJ 765.1 B,2MASS J19415198+5031032,1,0,0,0,0,1,1,19h41m52.10s,+50d31m04.5s,21.21,0.21,-0.21,6.160,0.020,VT,0.660,0.010,G,G5V,1.390,0.040,V-K
HIP 96998,HIP 96998,,GJ 4119,2MASS J19425276-4504533,1,0,0,0,0,0,0,19h42m52.80s,-45d04m51.0s,27.23,1.74,-1.54,10.010,0.120,VT,1.350,0.000,G,M1,0.170,0.290,V-K
HIP 97051,HIP 97051,,GJ 9667,2MASS J19432533+1005223,1,0,0,0,0,0,0,19h43m25.23s,+10d05m21.4s,23.11,0.96,-0.89,9.960,0.010,Koen,1.290,0.010,Koen,M0,0.090,0.100,V-K
HIP 97096,HIP 97096,,,2MASS J19435718-6617377,1,0,0,0,0,0,0,19h43m57.06s,-66d17m36.8s,17.40,25.04,-6.46,9.640,0.070,VT,0.970,0.070,BVT-Red,G,0.040,2.000,V-K
HIP 97222 A,HIP 97222 A,HD 186858 A,GJ 765.4 A,2MASS J19453355+3336068 A,1,0,0,0,0,0,0,19h45m33.52s,+33d36m11.0s,21.12,0.43,-0.41,7.680,0.010,G,1.000,0.010,G,K3V,0.460,0.050,V-K
HIP 97223,HIP 97223,HD 332518,,2MASS J19453562+3000369,1,0,0,0,0,0,0,19h45m35.65s,+30d00m37.7s,20.32,0.41,-0.40,9.200,0.040,VT,1.170,0.040,BVT-Red,K5V,0.140,0.100,V-K
HIP 97241 A,HIP 97241 A,,GJ 4122,2MASS J19454969+3223132,1,0,0,0,0,0,0,19h45m49.47s,+32d23m11.9s,11.50,1.14,-0.95,11.070,0.240,VT,1.170,0.240,BVT-Red,M1,0.020,0.500,V-K
HIP 97292 A,HIP 97292 A,HD 331161,GJ 767 A,2MASS J19462386+3201021,1,0,0,0,0,0,0,19h46m23.61s,+32d01m04.8s,13.61,0.28,-0.27,10.220,0.140,VT,1.520,0.050,G,M1+...,0.050,0.230,V-K
HIP 97295,HIP 97295,HD 187013,GJ 767.1 A,2MASS J19462559+3343400,1,0,0,0,0,0,0,19h46m25.58s,+33d43m43.3s,21.23,0.21,-0.21,5.000,0.020,VT,0.470,0.020,BVT-Blue,F5,3.840,0.100,B-V
HIP 97420,HIP 97420,HD 187237,,2MASS J19480088+2752097,1,0,0,0,0,0,0,19h48m00.89s,+27d52m08.4s,26.24,0.27,-0.26,6.870,0.020,VT,0.650,0.020,BVT-Red,G2III,1.100,0.050,V-K
HIP 97438,HIP 97438,HD 187748,,2MASS J19481543+5925224,1,0,0,0,0,0,0,19h48m15.43s,+59d25m21.4s,27.71,0.28,-0.27,6.640,0.020,VT,0.580,0.020,BVT-Red,G0,1.490,0.050,V-K
HIP 97640,HIP 97640,HD 226099,,2MASS J19504089+3456599,1,0,0,0,0,0,0,19h50m40.70s,+34d56m58.5s,28.41,0.58,-0.56,8.020,0.020,VT,0.780,0.020,BVT-Red,G5,0.540,0.060,V-K
HIP 97649,HIP 97649,HD 187642,GJ 768,2MASS J19504698+0852060,1,1,1,0,1,0,0,19h50m46.68s,+08d52m02.6s,5.12,0.05,-0.05,0.760,0.010,G,0.220,0.010,G,A7IV-V,10.650,0.050,V-K
HIP 97650,HIP 97650,HD 187532,,2MASS J19504677-1045487,1,0,0,0,0,0,0,19h50m46.80s,-10d45m48.9s,27.87,0.28,-0.28,5.380,0.020,VT,0.350,0.020,BVT-Blue,F3V,4.560,0.050,V-K
HIP 97675,HIP 97675,HD 187691,GJ 768.1 A,2MASS J19510166+1024567,1,0,0,0,0,1,0,19h51m01.50s,+10d24m57.8s,19.19,0.19,-0.19,5.120,0.020,VT,0.540,0.020,BVT-Red,F8V,2.880,0.100,B-V
HIP 97767,HIP 97767,HD 187923,GJ 4126,2MASS J19520343+1137421,1,0,0,0,0,0,0,19h52m03.64s,+11d37m44.9s,26.62,0.27,-0.26,6.160,0.020,VT,0.640,0.020,BVT-Red,G0V,2.220,0.050,V-K
HIP 97805,HIP 97805,HD 187760,,2MASS J19522991-2356569,1,0,0,0,0,0,0,19h52m29.90s,-23d56m56.7s,27.20,1.13,-1.05,9.430,0.060,VT,1.160,0.020,G,K4V,0.190,0.160,V-K
HIP 97944,HIP 97944,HD 188088,GJ 770,2MASS J19541775-2356275,1,0,0,0,0,0,0,19h54m17.82s,-23d56m24.3s,14.05,0.14,-0.14,6.210,0.020,VT,1.020,0.010,G,K3/4V,0.800,0.100,B-V
HIP 98036,HIP 98036,HD 188512,GJ 771 A,2MASS J19551878+0624238 A,1,1,1,0,0,1,0,19h55m18.77s,+06d24m28.6s,13.70,,,3.710,0.020,VT,0.860,0.010,G,G8IVvar,6.290,0.060,V-K
HIP 98066,HIP 98066,HD 188376,GJ 770.1,2MASS J19555035-2617581,1,0,0,0,0,0,0,19h55m50.23s,-26d17m58.9s,25.99,1.96,-1.70,4.700,0.010,G,0.750,0.020,G,G3/5III,8.700,0.170,V-K
HIP 98070,HIP 98070,,GJ 9674,2MASS J19555285+5116220,1,0,0,0,0,0,0,19h55m52.37s,+51d16m19.1s,24.74,1.58,-1.40,12.280,0.470,HIPcat,1.930,0.170,G,M2,0.030,0.770,V-K
HIP 98106,HIP 98106,HD 187456,GJ 1244,2MASS J19561613-7221515,1,0,0,0,0,0,0,19h56m16.17s,-72d21m48.8s,23.56,0.48,-0.46,8.380,0.020,VT,1.060,0.020,G,K4V,0.300,0.070,V-K
HIP 98130,HIP 98130,HD 188474,GJ 1246,2MASS J19563704-3120071,1,0,0,0,0,0,0,19h56m36.75s,-31d20m07.4s,19.04,0.39,-0.37,8.420,0.000,G,1.030,0.000,G,K3/4V,0.200,0.050,V-K
HIP 98192,HIP 98192,HD 189087,GJ 773.2,2MASS J19571345+2949265,1,0,0,0,0,0,0,19h57m13.35s,+29d49m24.4s,26.72,0.55,-0.52,7.910,0.000,G,0.800,0.000,G,K1V,0.510,0.050,V-K
HIP 98204,HIP 98204,HD 188807,GJ 773 A,2MASS J19571964-1234044,1,0,0,0,0,0,0,19h57m19.70s,-12d34m00.3s,18.68,0.38,-0.37,9.290,0.000,G,1.320,0.010,G,K4V,0.130,0.060,V-K
HIP 98316,HIP 98316,HD 188559,GJ 1247,2MASS J19583298-5456128,1,0,0,0,0,0,0,19h58m32.87s,-54d56m11.7s,22.28,0.45,-0.44,8.530,0.030,VT,1.050,0.020,G,K3V,0.240,0.080,V-K
HIP 98416 A,HIP 98416 A,HD 189340,GJ 773.3,2MASS J19594734-0957293 A,1,0,0,0,0,0,0,19h59m47.49s,-09d57m26.2s,22.20,0.45,-0.44,5.880,0.020,VT,0.570,0.020,BVT-Red,G2V,1.960,0.070,V-K
