star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,decstr,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc
HIP 27628,HIP 27628,HD 39425,,2MASS J05505760-3546062,1,1,0,0,0,0,0,05h50m57.55s,-35d46m09.5s,26.73,,,3.100,0.020,VT-G,1.170,0.020,BVT-G-Red,K1.5III,52.650,0.060,V-K
BD-06 1339,HIP 27803,,GJ 221,2MASS J05530028-0559410,1,0,0,0,0,0,2,05h53m00.29s,-05d59m38.4s,20.31,0.63,-0.59,9.720,0.090,VT,1.320,0.000,G,M0V,0.110,0.180,V-K
HD 40307,HIP 27887,HD 40307,GJ 2046,2MASS J05540421-6001245,1,0,0,0,0,1,5,05h54m04.30s,-60d01m24.0s,13.00,,,7.170,0.000,G,0.940,0.000,G,K3V,0.270,0.020,V-K
HIP 27890,HIP 27890,HD 40409,GJ 224.1,2MASS J05540606-6305230,1,1,0,0,0,0,0,05h54m05.90s,-63d05m27.7s,26.25,0.54,-0.51,4.640,0.020,VT-G,1.050,0.020,BVT-G-Red,K1III/IV,12.300,0.110,B-V
HIP 27913,HIP 27913,HD 39587,GJ 222 A,2MASS J05542300+2016344 A,1,1,1,1,0,0,0,05h54m23.08s,+20d16m35.1s,8.66,,,4.390,0.020,VT,0.590,0.010,G,G0V,1.170,0.060,V-K
HIP 27918,HIP 27918,HD 39715,GJ 223,2MASS J05542857+0208321,1,0,0,0,0,0,0,05h54m28.53s,+02d08m37.7s,26.57,0.82,-0.77,8.840,0.000,G,1.010,0.000,G,K3V,0.260,0.060,V-K
HD 39855,HIP 27922 A,HD 39855,,2MASS J05543015-1942156,1,0,0,0,0,0,1,05h54m30.10s,-19d42m15.4s,23.57,0.48,-0.46,7.470,0.010,Koen,0.730,0.010,Koen,G6V,0.520,0.070,V-K
HIP 28035,HIP 28035,,,2MASS J05554318-2651233,1,0,0,0,0,0,0,05h55m43.01s,-26d51m23.3s,14.58,0.45,-0.42,10.820,0.010,Koen,1.480,0.010,Koen,M2.5V,0.050,0.230,V-K
HIP 28066,HIP 28066,HD 39881,GJ 224,2MASS J05560340+1355302,1,0,0,0,0,0,0,05h56m03.21s,+13d55m33.9s,26.60,0.54,-0.52,6.600,0.010,G,0.650,0.010,G,G5IV,1.470,0.050,V-K
HIP 28103,HIP 28103,HD 40136,GJ 225,2MASS J05562429-1410036,1,1,1,0,1,0,0,05h56m24.32s,-14d10m04.9s,14.88,,,3.710,0.010,G,0.340,0.010,G,F1V,6.020,0.050,V-K
HIP 28153 A,HIP 28153 A,,,2MASS J05565616-4655539 A,1,0,0,0,0,0,0,05h56m56.09s,-46d55m58.0s,23.57,0.73,-0.69,10.580,0.010,Koen,1.450,0.010,Koen,M:,0.090,0.110,V-K
HIP 28267,HIP 28267,HD 40397,GJ 3376 A,2MASS J05582153-0439021 A,1,0,0,0,0,0,0,05h58m21.49s,-04d39m00.6s,23.55,0.24,-0.23,6.990,0.020,VT,0.720,0.010,G,F7V,0.870,0.060,V-K
HIP 28360,HIP 28360,HD 40183,GJ 3375,2MASS J05593172+4456508,1,1,0,0,0,0,0,05h59m31.77s,+44d56m50.8s,24.87,0.25,-0.25,1.890,0.010,VT,0.070,0.010,BVT-Blue,A2V,110.910,0.050,V-K
HIP 28368,HIP 28368,,GJ 3371 A,2MASS J05593774+5835351,1,0,0,0,0,0,0,05h59m37.74s,+58d35m37.1s,13.53,0.28,-0.27,10.250,0.010,G,1.480,0.020,G,M1,0.050,0.110,V-K
HIP 28442,HIP 28442,HD 40887,GJ 225.2 A,2MASS J06001940-3101494 A,1,0,0,0,0,0,0,06h00m19.80s,-31d01m52.2s,16.39,8.83,-4.25,7.850,0.010,G,1.140,0.010,G,K3/K4V,0.320,0.940,V-K
HIP 28634,HIP 28634,HD 40650,,2MASS J06024513+4748343,1,0,0,0,0,0,0,06h02m45.11s,+47d48m33.5s,28.61,0.29,-0.28,6.490,0.020,VT,0.560,0.020,BVT-Red,F5,1.840,0.060,V-K
LHS 1815,HIP 28754,,GJ 9201,2MASS J06042035-5518468,1,0,0,0,0,0,1,06h04m19.66s,-55d18m49.8s,28.37,2.47,-2.10,12.140,0.000,G,1.460,0.000,G,K,0.040,0.190,V-K
HIP 28764,HIP 28764,HD 41700,GJ 9200,2MASS J06042844-4502118,1,0,0,0,0,0,0,06h04m28.51s,-45d02m13.9s,26.57,0.27,-0.26,6.350,0.000,G,0.520,0.010,G,F8/G0V,1.780,0.030,V-K
HIP 28774,HIP 28774,HD 250962,,2MASS J06043286+3014182,1,0,0,0,0,0,0,06h04m32.88s,+30d14m18.4s,25.52,10.42,-5.74,9.580,0.010,G,0.100,0.020,G,A0,0.080,0.770,V-K
HIP 28790 A,HIP 28790 A,HD 41742,,2MASS J06044009-4504443,1,0,0,0,0,0,0,06h04m40.17s,-45d04m46.4s,26.90,0.55,-0.53,5.930,0.010,G,0.490,0.010,G,F5V,2.630,0.050,V-K
HIP 28796 A,HIP 28796 A,HD 41824,,2MASS J06044676-4827301 A,1,0,0,0,0,0,0,06h04m46.77s,-48d27m29.7s,30.00,0.61,-0.59,6.600,0.000,G,0.710,0.010,G,G6V,1.990,0.040,V-K
HIP 28898,HIP 28898,HD 42286,GJ 9202,2MASS J06060351-5932353,1,0,0,0,0,0,0,06h06m03.76s,-59d32m29.0s,27.40,0.56,-0.54,8.450,0.000,G,0.840,0.000,G,K1V,0.340,0.050,V-K
HIP 28908,HIP 28908,HD 41330,GJ 226.3,2MASS J06060853+3523159,1,0,0,0,0,0,0,06h06m08.62s,+35d23m18.4s,25.62,0.26,-0.25,6.120,0.020,VT,0.600,0.000,G,G0V,2.100,0.050,V-K
HIP 28936,HIP 28936,,,2MASS J06062669+1044530,1,0,0,0,0,0,0,06h06m26.70s,+10d44m54.5s,14.61,16.48,-5.06,8.910,0.040,VT,0.370,0.040,BVT-Blue,F0,0.050,1.670,V-K
HIP 28954,HIP 28954,HD 41593,GJ 227,2MASS J06064047+1532317,1,0,0,0,0,0,0,06h06m40.55s,+15d32m32.5s,15.27,0.15,-0.15,6.750,0.020,VT,0.810,0.000,G,K0,0.470,0.050,V-K
HIP 28964,HIP 28964,HD 42505,,2MASS J06064383-6240575,1,0,0,0,0,0,0,06h06m43.75s,-62d40m58.9s,26.77,0.55,-0.52,9.430,0.050,VT,1.110,0.010,G,K4V,0.170,0.120,V-K
HIP 29052,HIP 29052,,,2MASS J06074375-2544414,1,0,0,0,0,0,0,06h07m43.86s,-25d44m39.7s,11.35,0.35,-0.33,11.890,0.010,Koen,1.600,0.010,Koen,,0.010,0.120,V-K
HIP 29067,HIP 29067,,GJ 226.2,2MASS J06075524+6758366,1,0,0,0,0,0,0,06h07m55.33s,+67d58m37.5s,24.47,1.29,-1.17,9.750,0.010,G,1.250,0.020,G,K8,0.130,0.110,V-K
HIP 29208,HIP 29208,HD 42182,,2MASS J06093591+0540080,1,0,0,0,0,0,0,06h09m35.88s,+05d40m07.6s,28.79,1.20,-1.11,8.380,0.030,VT,0.920,0.030,BVT-Red,G0,0.390,0.110,V-K
HIP 29271,HIP 29271,HD 43834,GJ 231,2MASS J06101448-7445107,1,1,1,1,0,0,0,06h10m14.20s,-74d45m09.1s,10.20,,,5.080,0.010,G,0.710,0.020,G,G6V,0.910,0.100,B-V
HIP 29277,HIP 29277,,GJ 226,2MASS J06101978+8206256,1,0,0,0,0,0,0,06h10m19.63s,+82d06m36.0s,9.37,0.09,-0.09,10.480,0.010,G,1.510,0.010,G,M3,0.020,0.100,V-K
GJ 229,HIP 29295,HD 42581,GJ 229 A,2MASS J06103462-2151521,1,0,0,0,0,0,2,06h10m34.70s,-21d51m46.5s,5.75,0.06,-0.06,8.150,0.010,G,1.490,0.010,G,M1.5V,0.060,0.090,V-K
HIP 29316 A,HIP 29316 A,,GJ 228 A,2MASS J06105481+1019056 A,1,0,0,0,0,0,0,06h10m54.77s,+10d19m13.1s,10.91,0.45,-0.42,10.390,0.010,Koen,1.460,0.010,Koen,M3,0.030,0.130,V-K
HIP 29322,HIP 29322,,GJ 9206,2MASS J06105984-6512200,1,0,0,0,0,0,0,06h10m59.63s,-65d12m14.2s,28.18,1.80,-1.60,11.290,0.010,G,1.420,0.020,G,K:,0.070,0.170,V-K
HD 42618,HIP 29432,HD 42618,GJ 3387,2MASS J06120056+0646592,1,0,0,0,0,0,1,06h12m00.45s,+06d47m01.3s,23.50,0.24,-0.23,6.860,0.020,VT,0.640,0.010,G,G4V,0.900,0.050,V-K
HIP 29525,HIP 29525,HD 42807,GJ 230,2MASS J06131250+1037374,1,0,0,0,0,0,0,06h13m12.46s,+10d37m40.3s,17.95,0.18,-0.18,6.420,0.020,VT,0.660,0.010,G,G8V,0.790,0.040,V-K
HIP 29548,HIP 29548,,GJ 3386,2MASS J06133528+6323388,1,0,0,0,0,0,0,06h13m35.06s,+63d23m40.7s,25.14,0.78,-0.73,9.680,0.070,VT,1.210,0.020,G,M0,0.140,0.160,V-K
HIP 29568,HIP 29568,HD 43162,GJ 3389,2MASS J06134528-2351433,1,0,0,0,0,0,0,06h13m45.33s,-23d51m43.9s,16.72,0.17,-0.17,6.370,0.020,VT,0.710,0.010,G,G5V,0.750,0.110,B-V
HIP 29650,HIP 29650,HD 43042,GJ 3390,2MASS J06145088+1909229,1,0,0,0,0,1,0,06h14m50.94s,+19d09m24.8s,20.82,0.21,-0.21,5.200,0.000,G,0.430,0.000,G,F6V,3.050,0.100,B-V
HIP 29761,HIP 29761,HD 42250,GJ 9205,2MASS J06160267+7046539,1,0,0,0,0,0,0,06h16m02.70s,+70d46m57.6s,25.73,0.53,-0.50,7.420,0.020,VT,0.780,0.010,G,G5,0.690,0.060,V-K
HIP 29800,HIP 29800,HD 43386,GJ 9207,2MASS J06162660+1216194,1,0,0,0,0,0,0,06h16m26.57s,+12d16m18.2s,19.25,0.19,-0.19,5.030,0.020,VT,0.430,0.020,BVT-Blue,F5IV-V,3.030,0.100,B-V
HIP 29810,HIP 29810,HD 254229,,2MASS J06163959+2512226,1,0,0,0,0,0,0,06h16m39.56s,+25d12m25.5s,22.32,1.68,-1.46,9.380,0.050,VT,1.110,0.050,BVT-Red,K2,0.120,0.230,V-K
HIP 29860,HIP 29860,HD 43587,GJ 231.1 A,2MASS J06171614+0506001,1,0,0,0,0,1,0,06h17m16.25s,+05d05m58.9s,19.25,0.19,-0.19,5.700,0.000,G,0.610,0.000,G,G0.5Vb,1.730,0.100,B-V
HIP 30067,HIP 30067,HD 43947,,2MASS J06194017+1600476,1,0,0,0,0,0,0,06h19m40.18s,+16d00m47.8s,27.54,0.56,-0.54,6.620,0.020,VT,0.550,0.020,BVT-Red,F8V,1.520,0.060,V-K
HIP 30104,HIP 30104,HD 44594,,2MASS J06200615-4844280,1,0,0,0,0,0,0,06h20m05.93s,-48d44m25.6s,25.13,0.25,-0.25,6.610,0.020,VT,0.660,0.010,G,G3V,1.290,0.050,V-K
HIP 30112,HIP 30112,HD 288595,,2MASS J06201321+0215320,1,0,0,0,0,0,0,06h20m13.28s,+02d15m32.9s,28.46,1.19,-1.09,9.830,0.000,G,1.270,0.010,G,K7V,0.170,0.090,V-K
HIP 30225,HIP 30225,HD 44573,,2MASS J06213311-2212527,1,0,0,0,0,0,0,06h21m33.11s,-22d12m51.0s,28.07,0.87,-0.82,8.480,0.000,G,0.920,0.000,G,K2V,0.350,0.070,V-K
HIP 30256,HIP 30256,,GJ 2049,2MASS J06215384-2243241,1,0,0,0,0,0,0,06h21m54.21s,-22d43m26.5s,25.00,2.17,-1.85,10.690,0.010,Koen,1.370,0.010,Koen,M1Vk,0.080,0.210,V-K
HIP 30314,HIP 30314,HD 45270,,2MASS J06223097-6013072,1,0,0,0,0,0,0,06h22m30.95s,-60d13m07.7s,23.78,0.24,-0.24,6.530,0.000,G,0.610,0.000,G,G1V,1.230,0.020,V-K
HIP 30344,HIP 30344,HD 44821,,2MASS J06225767-2433216,1,0,0,0,0,0,0,06h22m57.67s,-24d33m21.8s,29.33,0.60,-0.58,7.360,0.020,VT,0.680,0.020,BVT-Red,K0/1V(+G),0.880,0.060,V-K
HIP 30365,HIP 30365,,,2MASS J06231068+0854262,1,0,0,0,0,0,0,06h23m10.65s,+08d54m25.9s,17.63,,,11.210,9.900,Hp-VI-red,,,,,0.020,,V-K
HIP 30476,HIP 30476,HD 45289,,2MASS J06242436-4250512,1,0,0,0,0,0,0,06h24m24.41s,-42d50m57.9s,27.93,0.28,-0.28,6.670,0.020,VT,0.670,0.000,G,G5V,1.540,0.040,V-K
HD 45184,HIP 30503,HD 45184,GJ 3394,2MASS J06244387-2846483,1,0,0,0,0,0,2,06h24m43.99s,-28d46m47.3s,21.88,0.22,-0.22,6.370,0.020,VT,0.630,0.010,G,G2V,1.210,0.050,V-K
HIP 30630,HIP 30630,HD 45088,GJ 233 A,2MASS J06261024+1845249 A,1,0,0,0,0,0,0,06h26m10.32s,+18d45m26.3s,14.73,0.30,-0.29,6.770,0.010,Koen,0.970,0.010,Koen,K0,0.460,0.120,B-V
HIP 30711,HIP 30711,HD 45588,GJ 9212 A,2MASS J06271136-2551232,1,0,0,0,0,0,0,06h27m11.48s,-25d51m21.5s,29.87,0.30,-0.30,6.050,0.020,VT,0.530,0.020,BVT-Red,F8/G0V,2.940,0.050,V-K
HIP 30862,HIP 30862,HD 45391,,2MASS J06284607+3628483,1,0,0,0,0,0,0,06h28m46.24s,+36d28m49.9s,24.58,0.50,-0.48,7.150,0.010,G,0.610,0.010,G,G0,0.760,0.050,V-K
HIP 30893,HIP 30893,HD 257886,,2MASS J06290557+2700325,1,0,0,0,0,0,0,06h29m05.69s,+27d00m35.6s,29.71,1.24,-1.14,8.590,0.010,G,0.910,0.020,G,K2V,0.360,0.110,V-K
HIP 30920,HIP 30920,,GJ 234 A,2MASS J06292339-0248499 A,1,0,0,0,0,0,0,06h29m23.00s,-02d48m44.9s,4.09,,,11.070,0.010,Koen,1.690,0.010,Koen,M4.5V,0.010,0.090,V-K
HIP 30979,HIP 30979,HD 45977,,2MASS J06300731-1148321,1,0,0,0,0,0,0,06h30m07.39s,-11d48m32.9s,28.33,1.18,-1.09,9.110,0.040,VT,1.120,0.020,G,K3/4V,0.250,0.130,V-K
HIP 31083,HIP 31083,HD 46090,,2MASS J06312149+0254406,1,0,0,0,0,0,0,06h31m21.55s,+02d54m40.6s,27.78,0.57,-0.54,7.130,0.020,VT,0.700,0.020,BVT-Red,G3/5V,1.030,0.070,V-K
HIP 31126 A,HIP 31126 A,,GJ 237,2MASS J06315111-4332026,1,0,0,0,0,0,0,06h31m51.34s,-43d32m02.3s,23.40,0.72,-0.68,10.580,0.000,G,1.430,0.010,G,,0.090,0.120,V-K
HIP 31134,HIP 31134,HD 47252,,2MASS J06315673-6842352,1,0,0,0,0,0,0,06h31m56.82s,-68d42m31.6s,27.80,0.57,-0.55,8.270,0.010,G,0.780,0.010,G,G8/K0V,0.390,0.050,V-K
HIP 31148,HIP 31148,,GJ 236,2MASS J06320879-2701578,1,0,0,0,0,0,0,06h32m08.55s,-27d01m56.0s,26.62,1.70,-1.51,11.420,0.010,G,1.360,0.020,G,M,0.050,0.150,V-K
HIP 31156,HIP 31156,HD 46136 B,,2MASS J06321780+1746465,1,0,0,0,0,0,0,06h32m17.81s,+17d46m46.4s,17.91,5.97,-3.58,6.910,0.000,G,0.400,0.000,G,G8,0.470,0.630,V-K
HIP 31292,HIP 31292,,,2MASS J06334690-7537301,1,0,0,0,0,0,0,06h33m47.54s,-75d37m32.2s,8.68,0.86,-0.72,11.010,0.300,VT,1.440,0.300,BVT-Red,M3V,0.010,0.590,V-K
HIP 31293,HIP 31293,,,2MASS J06334337-7537482,1,0,0,0,0,0,0,06h33m43.98s,-75d37m50.4s,9.02,0.18,-0.18,10.310,0.180,VT,1.490,0.180,BVT-Red,M2V,0.030,0.290,V-K
HIP 31300,HIP 31300,,GJ 238,2MASS J06334998-5831426,1,0,0,0,0,0,0,06h33m50.42s,-58d31m49.4s,16.46,0.51,-0.48,11.590,0.010,Koen,1.550,0.010,Koen,M,0.030,0.120,V-K
HIP 31555,HIP 31555,,,2MASS J06361826-4000238,1,0,0,0,0,0,0,06h36m18.40s,-40d00m24.2s,19.55,0.60,-0.57,10.590,0.010,Koen,1.480,0.010,Koen,,0.060,0.120,V-K
7 CMa,HIP 31592,HD 47205,GJ 239.1,2MASS J06364103-1915210,1,1,0,0,0,1,2,06h36m41.00s,-19d15m20.6s,19.75,,,3.950,0.020,VT,1.060,0.020,BVT-G-Red,K1III(+M),11.990,0.060,V-K
HIP 31634 A,HIP 31634 A,,GJ 240,2MASS J06371122-5002181 A,1,0,0,0,0,0,0,06h37m11.08s,-50d02m17.9s,15.36,0.31,-0.30,9.600,0.010,Koen,1.440,0.010,Koen,K0,0.090,0.100,V-K
HIP 31635,HIP 31635,HD 260655,GJ 239,2MASS J06371092+1733526,1,0,0,0,0,0,0,06h37m11.27s,+17d33m50.4s,9.75,0.20,-0.19,9.590,0.010,Koen,1.510,0.010,Koen,M1:,0.040,0.050,V-K
HIP 31660,HIP 31660,HD 47127,,2MASS J06373390+1210505,1,0,0,0,0,0,0,06h37m33.94s,+12d10m52.5s,26.92,0.55,-0.53,6.830,0.020,VT,0.720,0.020,BVT-Red,G5,1.250,0.060,V-K
HIP 31711 A,HIP 31711 A,HD 48189,GJ 3400 A,2MASS J06380036-6132001 A,1,0,0,0,0,0,0,06h38m00.42s,-61d32m00.8s,21.29,0.43,-0.42,6.260,0.020,VT,0.620,0.010,G,G1/2V,1.340,0.060,V-K
HIP 31862,HIP 31862,,GJ 3403,2MASS J06393764-5536349,1,0,0,0,0,0,0,06h39m38.05s,-55d36m34.9s,13.30,0.13,-0.13,9.810,0.010,Koen,1.470,0.010,Koen,K7V,0.060,0.100,V-K
HIP 31878,HIP 31878,,,2MASS J06395003-6128417,1,0,0,0,0,0,0,06h39m50.06s,-61d28m42.2s,22.35,0.46,-0.44,9.730,0.010,Koen,1.310,0.010,Koen,M1V,0.120,0.100,V-K
HIP 32010,HIP 32010,HD 47752,GJ 241,2MASS J06411570+2357278,1,0,0,0,0,0,0,06h41m15.58s,+23d57m30.2s,17.45,0.36,-0.34,8.060,0.010,Koen,1.060,0.010,Koen,K2,0.230,0.060,V-K
HIP 32043,HIP 32043,,,2MASS J06413968-3533133,1,0,0,0,0,0,0,06h41m39.55s,-35d33m13.4s,29.46,1.23,-1.13,9.640,0.060,VT,0.980,0.010,G,K5,0.200,0.150,V-K
HIP 32277,HIP 32277,,,2MASS J06441942+4037229,1,0,0,0,0,0,0,06h44m19.42s,+40d37m22.9s,25.81,50.10,-10.26,9.530,0.100,VT,1.270,0.100,BVT-Red,K,6.490,2.440,V-K
HIP 32313,HIP 32313,,GJ 2050,2MASS J06444575+7153157,1,0,0,0,0,0,0,06h44m45.92s,+71d53m20.3s,21.86,1.15,-1.04,11.040,0.210,VT,1.360,0.130,G,M0:V:,0.060,0.390,V-K
HIP 32322,HIP 32322,HD 48938,GJ 243,2MASS J06445195-2720302,1,0,0,0,0,0,0,06h44m51.96s,-27d20m32.6s,27.14,0.27,-0.27,6.430,0.020,VT,0.520,0.020,BVT-G-Red,F7V,1.730,0.050,V-K
HIP 32349,HIP 32349,HD 48915,GJ 244 A,2MASS J06450887-1642566 A,1,1,1,0,0,0,0,06h45m09.25s,-16d42m47.3s,2.63,,,-1.440,0.000,G,0.010,0.010,G,A1.0V,30.480,0.050,V-K
HIP 32362,HIP 32362,HD 48737,GJ 242,2MASS J06451737+1253438,1,1,0,0,1,0,0,06h45m17.43s,+12d53m45.8s,18.00,,,3.320,0.020,VT,0.440,0.010,G,F5IV,12.770,0.060,V-K
HIP 32366,HIP 32366,HD 49095,GJ 245.1,2MASS J06452295-3147368,1,0,0,0,0,0,0,06h45m23.08s,-31d47m34.5s,24.38,0.25,-0.24,5.920,0.010,G,0.490,0.020,G,F7V,2.210,0.040,V-K
HIP 32423,HIP 32423,HD 263175,GJ 3408 A,2MASS J06460509+3233204,1,0,0,0,0,0,0,06h46m05.37s,+32d33m19.6s,26.24,0.81,-0.76,8.810,0.040,VT,0.960,0.010,G,K3V,0.240,0.100,V-K
HIP 32439,HIP 32439,HD 46588,GJ 240.1,2MASS J06461411+7933542,1,0,0,0,0,0,0,06h46m14.47s,+79d33m58.6s,17.87,,,5.430,0.020,VT,0.510,0.020,BVT-Red,F8V,1.870,0.050,V-K
HIP 32480,HIP 32480,HD 48682,GJ 245,2MASS J06464434+4334385,1,0,0,0,0,1,0,06h46m44.34s,+43d34m37.3s,16.72,0.17,-0.17,5.250,0.020,VT,0.550,0.020,BVT-Red,G0V,1.950,0.060,V-K
HIP 32560,HIP 32560,,GJ 246,2MASS J06473802+3730587,1,0,0,0,0,0,0,06h47m38.16s,+37d31m05.3s,15.74,1.00,-0.89,12.060,0.030,G,-0.100,0.050,G,DAn,0.010,0.190,B-V
HIP 32607,HIP 32607,HD 50241,GJ 248,2MASS J06481145-6156290,1,1,0,0,0,0,0,06h48m11.54s,-61d56m31.1s,29.60,1.56,-1.41,3.230,0.020,VT,0.220,0.020,BVT-G-Blue,A7IV,36.400,0.140,V-K
HIP 32723,HIP 32723,,GJ 3411,2MASS J06493584+3508263,1,0,0,0,0,0,0,06h49m35.74s,+35d08m28.7s,27.53,1.45,-1.31,10.180,0.010,G,1.330,0.020,G,K5,0.120,0.110,V-K
HIP 32765,HIP 32765,HD 50223,GJ 249.1,2MASS J06495461-4636528,1,0,0,0,0,0,0,06h49m54.62s,-46d36m55.7s,25.26,,,5.130,0.020,VT-G,0.450,0.020,BVT-G-Blue,F5V,4.800,0.060,V-K
HIP 32769,HIP 32769,HD 48948,GJ 247,2MASS J06495699+6020077,1,0,0,0,0,0,0,06h49m56.73s,+60d20m04.4s,16.63,0.34,-0.33,8.590,0.000,G,1.210,0.010,G,M0p,0.170,0.060,V-K
HIP 32851,HIP 32851,HD 49933,,2MASS J06504983-0032270,1,0,0,0,0,0,0,06h50m49.82s,-00d32m25.5s,29.68,0.30,-0.29,5.770,0.020,VT,0.400,0.010,G,F2V,3.680,0.070,V-K
HIP 32919,HIP 32919,HD 49601,GJ 249,2MASS J06513242+4722050,1,0,0,0,0,0,0,06h51m32.60s,+47d22m10.2s,18.56,0.38,-0.36,8.980,0.050,VT,1.230,0.000,G,K2,0.150,0.100,V-K
HIP 32939,HIP 32939,,,2MASS J06514267-4353142,1,0,0,0,0,0,0,06h51m42.63s,-43d53m14.0s,25.40,0.79,-0.74,10.090,0.080,VT,1.090,0.020,G,M0V,0.120,0.170,V-K
HIP 32971,HIP 32971,HD 50255,,2MASS J06520238-1112161,1,0,0,0,0,0,0,06h52m02.42s,-11d12m16.3s,29.76,1.90,-1.68,7.430,0.020,VT,0.700,0.020,BVT-Red,G5,0.920,0.150,V-K
HIP 32984,HIP 32984,HD 50281,GJ 250 A,2MASS J06521806-0510253,1,0,0,0,0,0,0,06h52m18.37s,-05d10m25.3s,8.71,,,6.580,0.020,VT,1.080,0.020,BVT-Red,K3V,0.240,0.100,B-V
HIP 33094,HIP 33094,HD 50806,GJ 9219,2MASS J06533391-2832228,1,0,0,0,0,0,0,06h53m33.76s,-28d32m19.4s,25.89,0.26,-0.26,6.040,0.020,VT,0.710,0.010,G,G3/5V,2.420,0.110,B-V
HIP 33142,HIP 33142,,GJ 3412 A,2MASS J06540419+6052191 A,1,0,0,0,0,0,0,06h54m03.64s,+60d52m27.0s,10.48,0.21,-0.21,11.010,0.010,G,1.550,0.020,G,M:,0.020,0.110,V-K
HIP 33202 A,HIP 33202 A,HD 50635,GJ 9220 A,2MASS J06543863+1310401,1,1,0,0,0,0,0,06h54m38.59s,+13d10m40.9s,25.63,1.07,-0.99,4.730,0.010,G,0.320,0.020,G,F0Vp,6.950,0.140,B-V
HD 50554,HIP 33212,HD 50554,,2MASS J06544283+2414441,1,0,0,0,0,1,1,06h54m42.85s,+24d14m44.9s,29.91,0.61,-0.59,6.840,0.020,VT,0.570,0.020,BVT-Red,F8,1.440,0.060,V-K
GJ 251,HIP 33226,HD 265866,GJ 251,2MASS J06544902+3316058,1,0,0,0,0,0,1,06h54m49.47s,+33d16m08.9s,5.61,0.06,-0.06,9.890,0.030,G,1.580,0.040,G,M3.0V,0.020,0.100,V-K
HIP 33277,HIP 33277,HD 50692,GJ 252,2MASS J06551867+2522320,1,0,0,0,0,0,0,06h55m18.69s,+25d22m32.3s,17.24,0.17,-0.17,5.750,0.020,VT,0.570,0.010,G,G0V,1.320,0.110,B-V
HIP 33302,HIP 33302,HD 51199 A,,2MASS J06553743-2008113,1,0,0,0,0,0,0,06h55m37.40s,-20d08m11.7s,29.59,0.30,-0.29,4.660,0.010,G,0.370,0.010,G,F2IV/V,10.000,0.100,B-V
HIP 33322,HIP 33322,,,2MASS J06555208+5538193,1,0,0,0,0,0,0,06h55m52.03s,+55d38m19.0s,26.56,1.40,-1.26,10.230,0.010,G,1.350,0.010,G,K4,0.110,0.110,V-K
HIP 33373,HIP 33373,,GJ 3415 A,2MASS J06562810+4004281,1,0,0,0,0,0,0,06h56m28.03s,+40d04m31.4s,24.60,0.76,-0.72,9.110,0.030,VT,1.120,0.030,BVT-Red,K5V,0.190,0.110,V-K
HIP 33404,HIP 33404,,,2MASS J06565111-2108292,1,0,0,0,0,0,0,06h56m51.12s,-21d08m29.3s,29.87,28.70,-9.82,12.700,,Hp-VI-red,,,,,0.010,,V-K
HIP 33428,HIP 33428,HD 266611,GJ 254,2MASS J06570468+3045235,1,0,0,0,0,0,0,06h57m04.63s,+30d45m25.3s,18.36,0.57,-0.53,9.680,0.000,G,1.360,0.010,G,M0,0.090,0.080,V-K
HIP 33499 A,HIP 33499 A,,GJ 257 A,2MASS J06574663-4417281 A,1,0,0,0,0,0,0,06h57m47.50s,-44d17m27.9s,8.01,0.16,-0.16,10.850,0.010,Koen,1.690,0.010,Koen,M4+...,0.020,0.100,V-K
HIP 33537,HIP 33537,HD 51419,,2MASS J06581174+2228329,1,0,0,0,0,0,0,06h58m11.72s,+22d28m32.3s,24.63,0.25,-0.24,6.920,0.010,Koen,0.650,0.010,Koen,G5V,0.940,0.050,V-K
HIP 33560 A,HIP 33560 A,HD 51849,GJ 256,2MASS J06582606-1259302 A,1,0,0,0,0,0,0,06h58m26.02s,-12d59m29.3s,21.70,0.67,-0.63,9.140,0.010,G,1.160,0.010,G,K4V,0.170,0.070,V-K
HIP 33690,HIP 33690,HD 53143,GJ 260,2MASS J06595966-6120106,1,0,0,0,0,0,0,06h59m59.85s,-61d20m12.6s,18.33,0.19,-0.18,6.800,0.010,Koen,0.810,0.010,Koen,K1V,0.620,0.040,V-K
HD 52265,HIP 33719,HD 52265,,2MASS J07001803-0522017,1,0,0,0,0,1,1,07h00m18.10s,-05d22m02.5s,28.96,0.29,-0.29,6.280,0.020,VT,0.570,0.000,G,G0V,2.250,0.050,V-K
HIP 33805,HIP 33805,,,2MASS J07010620+5949597,1,0,0,0,0,0,0,07h01m06.38s,+59d49m59.7s,23.32,1.23,-1.11,10.930,0.010,G,1.480,0.020,G,M0,0.050,0.130,V-K
HIP 33817,HIP 33817,HD 52698,GJ 259,2MASS J07011370-2556555,1,0,0,0,0,0,0,07h01m13.61s,-25d56m55.7s,14.65,0.15,-0.15,6.690,0.010,Koen,0.890,0.010,Koen,K1V,0.470,0.040,V-K
